time,mnvel,errvel,tel,inst,source
2453229.4949,-9368.3,1.2,,harps0,benedict2022
2453229.4949,-9368.3,1.2,,harps0,benedict2022
2453230.5736,-9373.8,1.2,,harps0,benedict2022
2453230.5736,-9373.8,1.2,,harps0,benedict2022
2453232.49274,-20.74,1.35,,harps0,laliotis2023
2453232.49381,-22.03,1.3,,harps0,laliotis2023
2453234.66228,-17.41,1.89,,harps0,laliotis2023
2453234.66543,-13.99,1.85,,harps0,laliotis2023
2453234.66648,-15.99,1.9,,harps0,laliotis2023
2453237.49302,-18.16,1.36,,harps0,laliotis2023
2453237.49413,-19.04,1.29,,harps0,laliotis2023
2453243.067964,-40.5,1.4,,ucles,butler2006
2453243.994,-34.3,2.8,,ucles,benedict2022
2453244.985,-33.6,2.1,,ucles,benedict2022
2453244.98502,-26.9,1.2,,ucles,laliotis2023
2453245.9275,-33.2,2.7,,ucles,benedict2022
2453245.927516,-37.0,1.4,,ucles,butler2006
2453264.5205,-9382.6,1.2,,harps0,benedict2022
2453265.5048,-9381.1,1.2,,harps0,benedict2022
2453266.4934,-9380.1,1.2,,harps0,benedict2022
2453267.5096,-9384.4,1.2,,harps0,benedict2022
2453268.5103,-9387.7,1.2,,harps0,benedict2022
2453269.5117,-9385.300000000001,1.3,,harps0,benedict2022
2453271.4836,-9386.2,1.2,,harps0,benedict2022
2453272.4852,-9385.5,1.2,,harps0,benedict2022
2453273.4873,-9385.199999999999,1.2,,harps0,benedict2022
2453274.5246,-9383.800000000001,1.2,,harps0,benedict2022
2453274.5246,-9383.800000000001,1.2,,harps0,benedict2022
2453280.9125,-47.29,1.32,,ucles,laliotis2023
2453280.9128,-52.8,2.4,,ucles,benedict2022
2453281.9072,-50.0,2.2,,ucles,benedict2022
2453281.9072,-50.0,2.2,,ucles,benedict2022
2453282.86472,-45.36,1.82,,ucles,laliotis2023
2453282.8652,-50.7,3.0,,ucles,benedict2022
2453297.5222,-9392.6,1.2,,harps0,benedict2022
2453297.5222,-9392.6,1.2,,harps0,benedict2022
2453298.5056,-9393.5,1.2,,harps0,benedict2022
2453298.5056,-9393.5,1.2,,harps0,benedict2022
2453307.5082,-9397.6,1.2,,harps0,benedict2022
2453307.5082,-9397.6,1.2,,harps0,benedict2022
2453308.4983,-9398.9,1.2,,harps0,benedict2022
2453308.4983,-9398.9,1.2,,harps0,benedict2022
2453309.5058,-9396.9,1.2,,harps0,benedict2022
2453309.5058,-9396.9,1.2,,harps0,benedict2022
2453310.5254,-9394.1,1.2,,harps0,benedict2022
2453310.5254,-9394.1,1.2,,harps0,benedict2022
2453311.5114,-9395.099999999999,1.2,,harps0,benedict2022
2453311.5114,-9395.099999999999,1.2,,harps0,benedict2022
2453312.5238,-9392.0,1.2,,harps0,benedict2022
2453312.5238,-9392.0,1.2,,harps0,benedict2022
2453312.52934,-44.41,1.02,,harps0,laliotis2023
2453315.5046,-9393.1,1.2,,harps0,benedict2022
2453315.5046,-9393.1,1.2,,harps0,benedict2022
2453399.24327,-17.25,1.21,,ucles,laliotis2023
2453399.2556,-26.3,1.8,,ucles,benedict2022
2453399.2556,-26.3,1.8,,ucles,benedict2022
2453400.245432,-31.7,2.7,,ucles,butler2006
2453401.2569,-23.599999999999998,2.7,,ucles,benedict2022
2453401.2569,-23.599999999999998,2.7,,ucles,benedict2022
2453402.25944,-13.92,1.5,,ucles,laliotis2023
2453402.2599,-23.599999999999998,2.2,,ucles,benedict2022
2453403.2648,-26.5,3.2,,ucles,benedict2022
2453404.2614,-27.5,2.2,,ucles,benedict2022
2453404.2614,-27.5,2.2,,ucles,benedict2022
2453404.8948,-9367.6,1.3,,harps0,benedict2022
2453405.2637,-25.4,1.5,,ucles,benedict2022
2453410.8939,-9358.4,1.3,,harps0,benedict2022
2453428.85745,-0.53,0.99,,harps0,laliotis2023
2453428.8614,-9348.699999999999,1.2,,harps0,benedict2022
2453428.8614,-9348.699999999999,1.2,,harps0,benedict2022
2453466.7868,-9336.3,1.2,,harps0,benedict2022
2453467.8437,-9336.7,1.2,,harps0,benedict2022
2453470.8243,-9336.800000000001,1.2,,harps0,benedict2022
2453470.8243,-9336.800000000001,1.2,,harps0,benedict2022
2453483.058335,5.0,1.2,,ucles,butler2006
2453483.324034,5.3,1.1,,ucles,butler2006
2453484.0572,6.2,2.0,,ucles,benedict2022
2453484.0572,6.2,2.0,,ucles,benedict2022
2453485.186499,10.83,0.91,,ucles,butler2006
2453486.1065,10.5,2.2,,ucles,benedict2022
2453486.1065,10.5,2.2,,ucles,benedict2022
2453487.136554,10.4,1.1,,ucles,butler2006
2453487.137,9.299999999999999,2.2,,ucles,benedict2022
2453488.2226,10.4,2.8,,ucles,benedict2022
2453489.123171,9.2,1.1,,ucles,butler2006
2453489.3261,20.37,1.05,,ucles,laliotis2023
2453489.8891,-9330.1,1.3,,harps0,benedict2022
2453490.8557,-9332.5,1.3,,harps0,benedict2022
2453491.8421,-9333.9,1.2,,harps0,benedict2022
2453492.8261,-9330.4,1.2,,harps0,benedict2022
2453506.9715,12.3,2.8,,ucles,benedict2022
2453506.971773,10.5,1.4,,ucles,butler2006
2453507.3278,9.700000000000001,2.9,,ucles,benedict2022
2453507.3278,9.700000000000001,2.9,,ucles,benedict2022
2453508.138602,7.1,1.5,,ucles,butler2006
2453508.308342,5.0,1.4,,ucles,butler2006
2453509.004,10.6,2.2,,ucles,benedict2022
2453509.004,10.6,2.2,,ucles,benedict2022
2453509.3204,9.2,2.3,,ucles,benedict2022
2453509.3204,9.2,2.3,,ucles,benedict2022
2453510.050632,6.1,1.4,,ucles,butler2006
2453511.8524,-9328.099999999999,1.2,,harps0,benedict2022
2453511.8524,-9328.099999999999,1.2,,harps0,benedict2022
2453515.7818,-9326.5,1.3,,harps0,benedict2022
2453516.1407,14.200000000000001,3.0,,ucles,benedict2022
2453517.1696,9.5,2.9,,ucles,benedict2022
2453517.1696,9.5,2.9,,ucles,benedict2022
2453517.7982,-9326.1,1.2,,harps0,benedict2022
2453519.0871,7.6,2.5,,ucles,benedict2022
2453520.2122,8.9,2.9,,ucles,benedict2022
2453520.8055,-9326.5,1.3,,harps0,benedict2022
2453521.206,8.4,3.1,,ucles,benedict2022
2453522.134676,6.5,2.5,,ucles,butler2006
2453523.1401,14.7,2.9,,ucles,benedict2022
2453542.6898,-9322.6,1.2,,harps0,benedict2022
2453543.7002,-9321.300000000001,1.2,,harps0,benedict2022
2453544.7639,-9322.800000000001,1.2,,harps0,benedict2022
2453546.7644,-9322.0,1.2,,harps0,benedict2022
2453547.678,-9327.0,1.2,,harps0,benedict2022
2453550.679,-9327.1,1.3,,harps0,benedict2022
2453567.9766,8.6,2.2,,ucles,benedict2022
2453567.9766,8.6,2.2,,ucles,benedict2022
2453569.046,8.9,2.3,,ucles,benedict2022
2453569.046,8.9,2.3,,ucles,benedict2022
2453570.058,8.3,2.4,,ucles,benedict2022
2453570.058468,5.0,1.2,,ucles,butler2006
2453571.0646,14.0,2.5,,ucles,benedict2022
2453571.06504,22.37,1.31,,ucles,laliotis2023
2453572.0869,14.1,2.7,,ucles,benedict2022
2453572.087067,10.3,1.4,,ucles,butler2006
2453573.016,15.9,2.5,,ucles,benedict2022
2453573.016029,11.8,1.3,,ucles,butler2006
2453573.6566,-9320.3,1.3,,harps0,benedict2022
2453574.0565,15.7,2.4,,ucles,benedict2022
2453574.0565,15.7,2.4,,ucles,benedict2022
2453576.0008,12.6,2.3,,ucles,benedict2022
2453576.001863,7.4,1.2,,ucles,butler2006
2453576.6124,-9324.400000000001,1.3,,harps0,benedict2022
2453576.9974,10.8,2.1,,ucles,benedict2022
2453576.9974,10.8,2.1,,ucles,benedict2022
2453578.9739,10.1,2.2,,ucles,benedict2022
2453578.9739,10.1,2.2,,ucles,benedict2022
2453606.6394,-9328.2,1.2,,harps0,benedict2022
2453608.5751,-9330.4,1.2,,harps0,benedict2022
2453626.0226,-0.8,2.1,,ucles,benedict2022
2453627.89404,11.71,1.82,,ucles,laliotis2023
2453627.8943,-1.6,3.4,,ucles,benedict2022
2453628.92652,10.05,1.21,,ucles,laliotis2023
2453628.928,2.7,2.2,,ucles,benedict2022
2453631.8608,4.1000000000000005,1.9,,ucles,benedict2022
2453664.8927,0.3,2.2,,ucles,benedict2022
2453664.8927,0.3,2.2,,ucles,benedict2022
2453665.90514,11.7,1.2,,ucles,laliotis2023
2453665.9059,2.8,2.0,,ucles,benedict2022
2453666.8828,3.9,3.1,,ucles,benedict2022
2453666.88364,16.9,4.92,,ucles,laliotis2023
2453667.913615,0.8,1.3,,ucles,butler2006
2453667.9143,5.3,2.4,,ucles,benedict2022
2453668.485,-9330.9,1.2,,harps0,benedict2022
2453668.8832,3.2,2.2,,ucles,benedict2022
2453668.8832,3.2,2.2,,ucles,benedict2022
2453669.88919,17.18,1.28,,ucles,laliotis2023
2453669.8895,5.8,1.8,,ucles,benedict2022
2453670.5449,-9329.7,1.2,,harps0,benedict2022
2453670.8865,2.5,2.5,,ucles,benedict2022
2453670.887313,-2.0,1.3,,ucles,butler2006
2453671.5285,-9333.199999999999,1.2,,harps0,benedict2022
2453672.5301,-9335.3,1.2,,harps0,benedict2022
2453673.5484,-9338.5,1.2,,harps0,benedict2022
2453809.9149,-9367.6,1.2,,harps0,benedict2022
2453813.9174,-9366.199999999999,1.3,,harps0,benedict2022
2453829.8805,-9378.7,1.2,,harps0,benedict2022
2453829.8805,-9378.7,1.2,,harps0,benedict2022
2453831.9107,-9373.0,1.2,,harps0,benedict2022
2453831.9107,-9373.0,1.2,,harps0,benedict2022
2453834.9079,-9374.7,1.2,,harps0,benedict2022
2453834.9079,-9374.7,1.2,,harps0,benedict2022
2453836.9017,-9380.9,1.2,,harps0,benedict2022
2453836.9017,-9380.9,1.2,,harps0,benedict2022
2453862.8003000002,-9387.6,1.2,,harps0,benedict2022
2453865.7977,-9393.599999999999,1.2,,harps0,benedict2022
2453869.8177,-9392.8,1.2,,harps0,benedict2022
2453886.7637,-9405.300000000001,1.2,,harps0,benedict2022
2453938.0712,-70.5,2.5,,ucles,benedict2022
2453943.0268,-76.7,2.2,,ucles,benedict2022
2453944.0113,-77.0,2.5,,ucles,benedict2022
2453945.0491,-77.89999999999999,2.3,,ucles,benedict2022
2453946.0825,-77.8,2.2,,ucles,benedict2022
2453947.0705,-76.1,2.4,,ucles,benedict2022
2454007.9403,-51.7,1.8,,ucles,benedict2022
2454008.9319,-51.3,2.4,,ucles,benedict2022
2454009.9095,-54.6,2.4,,ucles,benedict2022
2454011.9319,-56.599999999999994,2.3,,ucles,benedict2022
2454012.8891,-55.0,2.3,,ucles,benedict2022
2454013.8952,-52.1,2.6,,ucles,benedict2022
2454015.9621,-48.5,2.6,,ucles,benedict2022
2454017.9109,-49.3,3.0,,ucles,benedict2022
2454223.3008,-6.8,2.7,,ucles,benedict2022
2454226.2372,-3.3,2.1,,ucles,benedict2022
2454227.1824,-3.1,2.8,,ucles,benedict2022
2454333.9935,0.3,3.8,,ucles,benedict2022
2454336.0281,6.1000000000000005,2.7,,ucles,benedict2022
2454338.0432,4.2,2.6,,ucles,benedict2022
2454373.9321,2.1,2.3,,ucles,benedict2022
2454543.3087,-77.8,3.6,,ucles,benedict2022
2454907.2775,2.2,3.7,,ucles,benedict2022
2455031.0162,5.8,2.6,,ucles,benedict2022
2455101.9298,-31.5,2.2,,ucles,benedict2022
2455110.9349,-38.3,3.3,,ucles,benedict2022
2455253.2943,-43.5,3.2,,ucles,benedict2022
2455425.9795,1.6,4.0,,ucles,benedict2022
2455461.9339,13.100000000000001,4.3,,ucles,benedict2022
2455666.2655,29.7,5.3,,ucles,benedict2022
2455751.0356,-9.299999999999999,3.8,,ucles,benedict2022
2455996.2532,12.3,3.8,,ucles,benedict2022
2456085.1471,21.1,4.8,,ucles,benedict2022
2456557.9234,6.2,3.7,,ucles,benedict2022
2456770.2365,40.7,3.5,,ucles,benedict2022
2456771.2275,42.1,3.8,,ucles,benedict2022
2456792.1996999998,60.400000000000006,3.2,,ucles,benedict2022
2456935.8776,38.1,5.4,,ucles,benedict2022
