time,mnvel,errvel,inst,tel,source
2451742.91493,37.94,1.19,ucles-laliotis2023,ucles,laliotis2023
2451743.923958,33.2,3.1,ucles-butler2006,ucles,butler2006
2451743.924,24.0,3.1,ucles-mccarthy2004,ucles,mccarthy2004
2451743.92924,45.45,1.4,ucles-laliotis2023,ucles,laliotis2023
2451745.044,14.5,2.8,ucles-mccarthy2004,ucles,mccarthy2004
2451745.044028,23.5,2.6,ucles-butler2006,ucles,butler2006
2451745.04927,35.97,1.19,ucles-laliotis2023,ucles,laliotis2023
2451755.5984,-9334.4,11.299999999999999,coralie-benedict2022,coralie,benedict2022
2451766.933,9.9,2.3,ucles-mccarthy2004,ucles,mccarthy2004
2451766.93696,28.54,1.09,ucles-laliotis2023,ucles,laliotis2023
2451767.9689,8.7,2.5,ucles-mccarthy2004,ucles,mccarthy2004
2451767.968935,13.5,2.5,ucles-butler2006,ucles,butler2006
2451767.97288,25.4,1.07,ucles-laliotis2023,ucles,laliotis2023
2451827.89629,16.59,1.01,ucles-laliotis2023,ucles,laliotis2023
2451827.8973,-5.0,2.4,ucles-mccarthy2004,ucles,mccarthy2004
2451828.8855,20.05,1.34,ucles-laliotis2023,ucles,laliotis2023
2451828.886563,8.9,3.2,ucles-butler2006,ucles,butler2006
2451828.8866,-2.3,3.1,ucles-mccarthy2004,ucles,mccarthy2004
2451829.88785,17.44,1.38,ucles-laliotis2023,ucles,laliotis2023
2451829.888993,7.2,3.1,ucles-butler2006,ucles,butler2006
2451855.90286,13.08,1.82,ucles-laliotis2023,ucles,laliotis2023
2451855.9058,-10.7,4.4,ucles-mccarthy2004,ucles,mccarthy2004
2451855.905833,-0.4,4.0,ucles-butler2006,ucles,butler2006
2451973.9011,-9383.800000000001,3.6,coralie-benedict2022,coralie,benedict2022
2451975.8801,-9381.9,3.7,coralie-benedict2022,coralie,benedict2022
2451984.261771,-15.5,3.0,ucles-butler2006,ucles,butler2006
2451984.26236,-4.64,1.24,ucles-laliotis2023,ucles,laliotis2023
2452010.2829,-30.8,5.3,ucles-mccarthy2004,ucles,mccarthy2004
2452010.28576,-13.35,2.47,ucles-laliotis2023,ucles,laliotis2023
2452061.113229,-24.7,2.4,ucles-butler2006,ucles,butler2006
2452061.11892,-11.45,1.18,ucles-laliotis2023,ucles,laliotis2023
2452091.980694,-22.6,2.5,ucles-butler2006,ucles,butler2006
2452091.9807,-28.0,2.6,ucles-mccarthy2004,ucles,mccarthy2004
2452091.98651,-8.7,1.15,ucles-laliotis2023,ucles,laliotis2023
2452126.9766,-13.1,2.9,ucles-mccarthy2004,ucles,mccarthy2004
2452126.976609,-6.5,3.1,ucles-butler2006,ucles,butler2006
2452126.98097,4.97,1.48,ucles-laliotis2023,ucles,laliotis2023
2452136.6696,-9372.7,3.7,coralie-benedict2022,coralie,benedict2022
2452140.6373,-9365.8,3.8,coralie-benedict2022,coralie,benedict2022
2452142.6628,-9380.2,3.7,coralie-benedict2022,coralie,benedict2022
2452143.6254,-9366.0,3.7,coralie-benedict2022,coralie,benedict2022
2452144.6419,-9376.8,3.7,coralie-benedict2022,coralie,benedict2022
2452145.5711,-9373.8,3.6,coralie-benedict2022,coralie,benedict2022
2452150.6131,-9362.0,3.6,coralie-benedict2022,coralie,benedict2022
2452151.9693,-2.7,2.7,ucles-mccarthy2004,ucles,mccarthy2004
2452151.97181,17.49,1.18,ucles-laliotis2023,ucles,laliotis2023
2452152.9493,-2.9,2.3,ucles-mccarthy2004,ucles,mccarthy2004
2452152.949306,9.3,2.1,ucles-butler2006,ucles,butler2006
2452152.95176,20.55,0.91,ucles-laliotis2023,ucles,laliotis2023
2452153.8626,2.8,2.6,ucles-mccarthy2004,ucles,mccarthy2004
2452153.86497,22.67,1.16,ucles-laliotis2023,ucles,laliotis2023
2452164.524,-9360.300000000001,3.6,coralie-benedict2022,coralie,benedict2022
2452168.5342,-9354.1,3.3,coralie-benedict2022,coralie,benedict2022
2452169.5223,-9364.599999999999,3.7,coralie-benedict2022,coralie,benedict2022
2452171.5382,-9355.7,3.9,coralie-benedict2022,coralie,benedict2022
2452172.5593,-9357.300000000001,3.5,coralie-benedict2022,coralie,benedict2022
2452173.5329,-9356.0,3.3,coralie-benedict2022,coralie,benedict2022
2452177.5504,-9359.7,3.7,coralie-benedict2022,coralie,benedict2022
2452178.5526,-9354.4,4.2,coralie-benedict2022,coralie,benedict2022
2452180.5533,-9349.1,3.3,coralie-benedict2022,coralie,benedict2022
2452186.90903,38.48,0.94,ucles-laliotis2023,ucles,laliotis2023
2452187.8874,39.98,1.0,ucles-laliotis2023,ucles,laliotis2023
2452187.88794,29.1,2.4,ucles-butler2006,ucles,butler2006
2452360.323737,34.2,2.2,ucles-butler2006,ucles,butler2006
2452360.32501,51.13,1.34,ucles-laliotis2023,ucles,laliotis2023
2452360.32692,42.14,1.37,ucles-laliotis2023,ucles,laliotis2023
2452387.172153,32.4,2.0,ucles-butler2006,ucles,butler2006
2452387.1722,29.2,2.3,ucles-mccarthy2004,ucles,mccarthy2004
2452387.17586,42.69,0.93,ucles-laliotis2023,ucles,laliotis2023
2452388.209676,29.5,2.3,ucles-butler2006,ucles,butler2006
2452388.2097,25.9,2.4,ucles-mccarthy2004,ucles,mccarthy2004
2452388.21346,38.02,1.06,ucles-laliotis2023,ucles,laliotis2023
2452421.16956,19.5,1.8,ucles-butler2006,ucles,butler2006
2452421.1696,10.9,2.2,ucles-mccarthy2004,ucles,mccarthy2004
2452421.1751,30.51,0.89,ucles-laliotis2023,ucles,laliotis2023
2452425.1226,18.3,2.8,ucles-mccarthy2004,ucles,mccarthy2004
2452425.122627,24.1,2.6,ucles-butler2006,ucles,butler2006
2452425.12829,36.14,1.24,ucles-laliotis2023,ucles,laliotis2023
2452436.7056,-9339.0,3.5,coralie-benedict2022,coralie,benedict2022
2452455.0437,10.6,2.8,ucles-mccarthy2004,ucles,mccarthy2004
2452455.043727,20.3,3.0,ucles-butler2006,ucles,butler2006
2452455.04958,31.12,1.33,ucles-laliotis2023,ucles,laliotis2023
2452509.958692,12.4,2.6,ucles-butler2006,ucles,butler2006
2452509.9618,24.79,1.28,ucles-laliotis2023,ucles,laliotis2023
2452712.1925,-42.4,3.5,ucles-mccarthy2004,ucles,mccarthy2004
2452712.19289,-25.22,1.64,ucles-laliotis2023,ucles,laliotis2023
2452715.9158,-9400.3,3.6,coralie-benedict2022,coralie,benedict2022
2452745.255266,-14.7,2.4,ucles-butler2006,ucles,butler2006
2452745.2553,-22.7,2.5,ucles-mccarthy2004,ucles,mccarthy2004
2452745.25843,-8.16,1.16,ucles-laliotis2023,ucles,laliotis2023
2452752.179861,-16.7,2.6,ucles-butler2006,ucles,butler2006
2452752.1799,-20.7,2.8,ucles-mccarthy2004,ucles,mccarthy2004
2452752.18354,-6.72,1.22,ucles-laliotis2023,ucles,laliotis2023
2452785.142153,2.9,2.5,ucles-butler2006,ucles,butler2006
2452785.1422,-1.8,2.8,ucles-mccarthy2004,ucles,mccarthy2004
2452785.14764,14.3,1.22,ucles-laliotis2023,ucles,laliotis2023
2452857.0201,27.3,1.8,ucles-mccarthy2004,ucles,mccarthy2004
2452857.021,48.09,1.8,ucles-laliotis2023,ucles,laliotis2023
2452857.02425,47.92,1.39,ucles-laliotis2023,ucles,laliotis2023
2452857.02735,48.94,1.3,ucles-laliotis2023,ucles,laliotis2023
2452860.9744,25.2,2.6,ucles-mccarthy2004,ucles,mccarthy2004
2452860.97851,43.56,1.14,ucles-laliotis2023,ucles,laliotis2023
2452906.5194,-9290.900000000001,1.2,harps0-benedict2022,harps0,benedict2022
2453044.288588,18.7,2.7,ucles-butler2006,ucles,butler2006
2453137.8258,-9356.8,3.5,coralie-benedict2022,coralie,benedict2022
2453160.51092,7.66,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.51249,8.6,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.51399,9.4,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.5155,9.94,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.51706,9.37,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.51853,8.42,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.5201,8.1,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.52158,7.97,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.52309,10.95,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.52464,9.11,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.52608,9.01,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.52769,10.21,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.52913,11.97,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.53072,9.18,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.53219,8.92,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.53373,9.78,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.53523,9.8,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.53678,7.54,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.53828,7.26,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.53979,7.49,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.54132,7.76,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.54281,9.87,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.54434,10.81,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.54592,9.2,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.5474,8.41,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.54895,9.31,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.55039,10.73,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.55198,7.64,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.55344,8.36,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.55502,10.39,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.55647,9.59,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.55802,7.59,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.55952,8.25,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.56102,9.71,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.56262,12.07,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.56408,10.21,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.56563,10.22,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.56712,8.8,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.56865,13.04,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.5702,10.48,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.57162,9.53,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.5732,11.39,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.57471,8.06,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.57623,7.97,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.57772,10.9,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.57926,6.74,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.58079,6.78,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.58566,8.36,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.58716,6.51,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.58869,10.14,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.59021,11.18,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.59175,7.98,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.59324,8.13,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.59476,10.2,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.59627,8.49,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.59782,11.09,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.59925,4.43,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.60081,9.84,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.60236,11.37,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.60386,11.58,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.60537,7.44,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.60688,6.85,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.60841,6.26,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.60994,11.11,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.61143,9.41,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.61303,8.96,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.61448,8.79,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.61603,11.38,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.61749,4.79,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.61902,5.24,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.62056,12.15,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.62205,11.14,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.62358,7.63,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.62511,7.99,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.62665,10.25,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.62812,11.04,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.62965,2.92,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.63114,9.57,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.6327,6.53,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.63419,10.31,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.63574,4.71,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.63723,14.21,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.63873,6.35,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.6402,4.91,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.64175,9.72,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.64329,8.5,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.6448,8.64,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.64633,9.58,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.64787,10.28,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.6494,13.16,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.65088,11.29,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.65239,8.23,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.65386,9.38,1.05,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.65543,13.51,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.65694,10.06,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.65847,13.74,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.6599,9.15,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.66147,9.81,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.66294,9.39,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.6645,11.81,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.66601,4.62,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.66755,10.7,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.669,6.81,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.67057,10.02,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.67204,7.55,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.67362,11.36,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.67508,8.81,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.67671,10.39,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.6781,7.43,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.67966,12.49,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.68119,14.31,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.68267,7.64,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.68424,7.24,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.68575,9.14,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.68723,11.74,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.68878,8.69,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.69031,8.13,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.69184,13.57,1.06,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.69329,7.79,1.08,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.69484,16.42,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.69638,11.0,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.69784,14.01,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.69937,9.64,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.7009,12.68,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.70241,9.44,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.70393,11.96,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.70545,8.37,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.70697,12.86,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.70845,9.1,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.71004,10.84,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.71147,11.99,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.71302,9.86,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.71453,8.53,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.71607,12.17,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.71759,10.33,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.71908,9.36,1.04,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.72064,10.99,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.72215,12.42,1.01,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.72365,13.91,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.726,-9339.800000000001,0.7,harps0-benedict2022,harps0,benedict2022
2453160.72821,11.14,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.72977,11.62,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.73123,12.67,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.73277,13.41,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.73427,10.76,1.02,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.73581,14.34,1.03,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.74173,10.84,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.74319,10.52,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.74474,11.06,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.74624,11.14,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.74776,9.47,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.74931,10.24,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.75079,7.0,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.75236,12.64,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.75387,8.79,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.75536,12.63,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.75685,10.88,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.75836,11.94,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.75996,8.18,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.76144,12.67,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.76296,8.15,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.76445,12.84,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.76597,8.2,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.76749,9.72,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.76902,12.74,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.77054,9.19,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.77208,7.97,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.77356,9.78,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.77501,9.13,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.77658,13.26,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.77814,6.83,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.77962,9.21,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.78109,5.34,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.78263,11.16,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.7842,7.33,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.78569,6.52,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.78723,10.97,1.0,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.78876,9.39,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.79031,9.03,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.79176,7.35,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.79325,5.09,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.79481,9.86,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.79627,10.18,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.79782,12.06,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.79939,6.92,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.80087,8.98,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.80239,7.41,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.80393,9.3,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.80544,14.03,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.80687,5.74,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.80846,10.92,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.80991,9.18,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.8115,12.45,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.81299,8.36,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.81451,5.96,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.81605,15.0,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.81753,8.56,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.81903,7.31,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.82056,10.25,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.82208,8.28,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.82362,9.23,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.82514,4.4,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.82665,9.51,0.96,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.82815,10.08,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.82967,10.04,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.83123,6.71,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.83273,7.91,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.83427,10.11,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.83574,6.94,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.83729,7.9,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.83879,9.86,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.84034,9.26,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.84184,9.05,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.84334,7.76,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.84485,9.96,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.84636,8.59,0.97,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.84789,7.61,0.99,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.84942,6.86,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.85098,7.42,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
2453160.85249,7.76,0.98,harps0-laliotis2023,harps0-sep,laliotis2023
