# target ra dec BJD RV_mlc_nzp e_RV_mlc_nzp RV_drs_nzp e_RV_drs_nzp RV_mlc e_RV_mlc RV_drs e_RV_drs RV_mlc_j e_RV_mlc_j CRX e_CRX dLW e_dLW Halpha e_Halpha NaD1 e_NaD1 NaD2 e_NaD2 f_RV FWHM_DRS CONTRAST_DRS BIS RVGUESS SNR_DRS BJD_DRS BERV BERV_DRS DRIFT e_DRIFT SA NZP_mlc dNZP_mlc NZP_drs dNZP_drs TMMEAN EXPTIME MLCRX E_MLCRX TIMEID DRIFT_LAMP MASK PROGID PROGPI AIRMASS OBHAB THAR_FP DPR_TYPE RHKp dRHKp sourceflag vsinflag metflag
# From HARPS RV bank
GJ3769 198.182385 -2.264685 2453167.4523927 21.86469 3.387917 -11862.603053 5.069667 47.523972 3.277846 -11862.087948 4.973811 47.354996 3.279927 16.911165 27.921185 38.214961 6.433665 0.510224 0.003756 0.217105 0.005135 0.283666 0.006422 0 6.080688 46.664096 0.000576 -11.9 20.1 2453167.45239 -25.68527 -25.685058 0.207 -9999999 0.00297 0.081112 0.856569 0.512135 0.981186 0.51 60.0012 16.912493 27.913214 2004-06-10T22:47:06.045 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 2.54396713971598e-05 7.6605897609642e-07 0 0 0
GJ3769 198.182385 -2.264685 2453167.4534488 28.33787 3.488875 -11868.038586 5.22916 53.996821 3.382091 -11867.525465 5.136282 54.083367 3.384753 16.091469 24.88026 72.810934 7.556981 0.505334 0.003826 0.21935 0.005295 0.278238 0.006572 0 6.097084 46.078908 0.008966 -11.9 19.6 2453167.45344 -25.687914 -25.687688 0.131 -9999999 0.00297 0.08078 0.856568 0.510151 0.981186 0.51 60.0028 16.067822 24.845563 2004-06-10T22:48:37.296 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.35948994191755e-05 2.21547852206987e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.4544988 21.456599 4.327474 -11877.704703 6.005356 47.11522 4.241854 -11877.193556 5.924658 46.915283 4.245708 39.152392 33.705346 101.107836 7.321822 0.512146 0.004718 0.218104 0.006724 0.294841 0.00839 0 6.101556 45.540072 -0.015568 -11.9 16.0 2453167.45449 -25.690551 -25.690327 0.234 -9999999 0.00297 0.08045 0.856568 0.508177 0.981185 0.51 60.0019 39.137439 33.683033 2004-06-10T22:50:08.028 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 0.000112345658711253 0.00350193118230338 0 0 0
GJ3769 198.182385 -2.264685 2453167.4555594 26.695456 3.513728 -11865.590808 5.3208 52.353744 3.407723 -11865.081654 5.22955 52.360514 3.410231 63.489673 30.952676 75.239647 6.526165 0.510535 0.003868 0.207331 0.005261 0.293563 0.006718 0 6.091924 45.94149 -0.002921 -11.9 19.5 2453167.45556 -25.693223 -25.693029 0.262 -9999999 0.00297 0.080117 0.856567 0.506184 0.981184 0.52 60.002 63.509354 30.951966 2004-06-10T22:51:39.068 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.53563678614536e-05 1.54781957513385e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.4565999 21.227141 3.422899 -11865.641352 5.22226 46.885102 3.31399 -11865.134154 5.129257 46.937164 3.316041 1.316628 27.660558 70.775205 6.863922 0.513009 0.003855 0.214617 0.005233 0.281404 0.006536 0 6.0956 46.02979 0.001435 -11.9 19.7 2453167.4566 -25.695852 -25.695654 0.101 -9999999 0.00297 0.07979 0.856566 0.504228 0.981183 0.49 60.0024 1.304282 27.655193 2004-06-10T22:53:10.779 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 6.90986583460928e-06 3.11887791809247e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.4576547 19.980421 4.32157 -11868.737295 6.031853 45.638051 4.235831 -11868.23208 5.951515 45.570743 4.238709 0.50683 41.862363 100.507785 10.453421 0.516309 0.004697 0.222261 0.0067 0.284147 0.008294 0 6.07956 45.436011 -0.005261 -11.9 16.1 2453167.45765 -25.698524 -25.698316 0.076 -9999999 0.00297 0.079459 0.856566 0.502245 0.981183 0.48 60.0027 0.530581 41.85599 2004-06-10T22:54:42.520 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 3.1478731391723e-05 1.05262015295822e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.4587358 25.3518 3.875723 -11861.915906 5.705648 51.00909 3.779884 -11861.412722 5.62065 50.92216 3.782594 10.632579 30.771524 84.214862 8.52247 0.509494 0.004269 0.210954 0.005937 0.302309 0.007558 0 6.081694 45.831242 0.001654 -11.9 17.7 2453167.45873 -25.701271 -25.701044 0.288 -9999999 0.00297 0.079119 0.856565 0.500214 0.981182 0.51 60.0027 10.618604 30.760165 2004-06-10T22:56:14.131 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.90590043256264e-05 2.20262155533456e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.4597962 26.169334 3.328012 -11855.536148 5.098404 51.826291 3.215892 -11855.034957 5.0031 51.631603 3.218084 13.549928 27.124921 63.585575 6.030616 0.519945 0.00376 0.209249 0.005022 0.276986 0.006323 0 6.074171 46.118099 0.005395 -11.9 20.4 2453167.45979 -25.703974 -25.703778 0.118 -9999999 0.00297 0.078786 0.856564 0.498221 0.981181 0.52 60.0021 13.580704 27.111252 2004-06-10T22:57:45.162 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 3.48536725481432e-06 3.17062602992205e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.46083 27.037101 3.20855 -11867.746745 4.954661 52.693733 3.092102 -11867.247498 4.856537 52.768681 3.093896 26.968036 27.869967 62.879587 8.405742 0.509575 0.003622 0.213574 0.004871 0.278097 0.006089 0 6.103993 46.005033 0.020757 -11.9 20.9 2453167.46082 -25.706616 -25.706403 0.149 -9999999 0.00297 0.078461 0.856564 0.496277 0.981181 0.49 59.9943 26.97855 27.862096 2004-06-10T22:59:16.293 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.994945346269e-05 9.0140732692139e-07 0 0 0
GJ3769 198.182385 -2.264685 2453167.4618907 27.752659 2.826357 -11858.785852 4.347992 53.408958 2.693435 -11858.288598 4.235838 53.21139 2.695007 6.72664 22.5585 54.707115 6.548124 0.502443 0.003186 0.215092 0.004216 0.281783 0.005305 0 6.089013 46.403931 -0.00568 -11.9 23.8 2453167.46189 -25.709334 -25.709125 0.144 -9999999 0.00297 0.078128 0.856563 0.494284 0.98118 0.5 59.9959 6.716149 22.550244 2004-06-10T23:00:47.344 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 2.37141470656676e-05 6.16592686629898e-07 0 0 0
GJ3769 198.182385 -2.264685 2453167.4629616 21.618478 2.945855 -11865.176111 4.554231 47.274441 2.818575 -11864.68087 4.447281 47.223248 2.82054 37.720096 26.794056 60.215334 5.697531 0.508615 0.003355 0.212813 0.004426 0.282058 0.005591 0 6.109858 46.224192 -0.000779 -11.9 22.8 2453167.46295 -25.712086 -25.711854 0.303 -9999999 0.00297 0.077792 0.856562 0.492271 0.981179 0.52 60.002 37.719705 26.788369 2004-06-10T23:02:18.675 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 -9999999.0 -9999999.0 -9999999 -9999999 -9999999
GJ3769 198.182385 -2.264685 2453167.4639986 17.936483 3.307484 -11856.388897 5.068977 43.59212 3.194644 -11855.895605 4.973109 43.672306 3.197171 -8.979873 28.28516 59.904103 6.861238 0.504384 0.003707 0.203887 0.004965 0.285459 0.006364 0 6.09444 46.067363 0.001884 -11.9 20.5 2453167.46399 -25.714758 -25.714558 0.091 -9999999 0.00297 0.077466 0.856562 0.490322 0.981179 0.49 59.9959 -8.979816 28.269832 2004-06-10T23:03:50.086 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 7.15204671165806e-05 1.45575530545468e-05 0 0 0
GJ3769 198.182385 -2.264685 2453167.465062 24.743276 3.248967 -11857.225589 5.005105 50.398579 3.134021 -11856.734296 4.90799 50.457466 3.136184 -15.15067 25.626413 62.55059 6.194694 0.50834 0.003658 0.217529 0.004946 0.276157 0.006182 0 6.096952 46.058821 0.012851 -11.9 20.9 2453167.46506 -25.717505 -25.717302 0.173 -9999999 0.00297 0.077132 0.856561 0.488323 0.981178 0.5 60.0016 -15.150323 25.611052 2004-06-10T23:05:21.367 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.45667361821359e-05 1.08760192023703e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.4660939 23.393337 3.025622 -11871.518231 4.644239 49.048316 2.901843 -11871.028877 4.53941 48.930942 2.904433 45.841004 25.944474 62.65659 5.942692 0.510756 0.003424 0.209074 0.00451 0.28856 0.005742 0 6.108879 46.263476 0.002531 -11.9 22.3 2453167.46609 -25.720177 -25.719962 0.225 -9999999 0.00297 0.076808 0.856561 0.486384 0.981177 0.47 60.0021 45.816636 25.911426 2004-06-10T23:06:52.328 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.86190598236297e-05 9.83912333757825e-07 0 0 0
GJ3769 198.182385 -2.264685 2453167.4671651 24.515744 3.147762 -11865.75124 4.852872 50.170386 3.028979 -11865.263899 4.752648 49.937738 3.030996 -13.573244 23.94911 58.086451 4.917843 0.516926 0.00359 0.206895 0.004766 0.282224 0.006052 0 6.09253 46.083035 -0.001662 -11.9 21.3 2453167.46716 -25.722958 -25.72275 0.278 -9999999 0.00297 0.076471 0.85656 0.484371 0.981177 0.5 60.002 -13.583789 23.949103 2004-06-10T23:08:23.089 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 -9999999.0 -9999999.0 -9999999 -9999999 -9999999
GJ3769 198.182385 -2.264685 2453167.4682414 25.658068 2.964431 -11862.083992 4.563771 51.312372 2.837985 -11861.598674 4.457051 51.232355 2.839727 63.430795 25.481441 48.301729 6.282192 0.499773 0.00334 0.218758 0.004481 0.293332 0.005676 0 6.096309 46.215321 -0.008737 -11.9 22.7 2453167.46824 -25.725759 -25.725571 0.147 -9999999 0.00297 0.076133 0.856559 0.482348 0.981176 0.53 59.995 63.41004 25.470581 2004-06-10T23:09:54.290 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 8.35630036675481e-06 1.46684252743347e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.4692949 22.681292 2.96543 -11866.29986 4.590312 48.335265 2.839028 -11865.816522 4.484223 48.169139 2.841304 44.655924 25.03811 53.603161 6.306159 0.50893 0.0034 0.209619 0.004472 0.284726 0.005694 0 6.093829 46.321799 0.012483 -11.9 22.6 2453167.46929 -25.728508 -25.728312 0.415 -9999999 0.00297 0.075802 0.856559 0.480368 0.981175 0.53 60.0006 44.629862 25.009156 2004-06-10T23:11:25.321 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.75363722379654e-05 6.59350432915025e-07 0 0 0
GJ3769 198.182385 -2.264685 2453167.4703147 26.330928 2.926199 -11864.001277 4.510477 51.984581 2.798026 -11863.519856 4.402465 51.854397 2.799707 25.364159 26.371524 49.813626 6.576622 0.510047 0.003355 0.217965 0.004448 0.280351 0.005594 0 6.079823 46.266351 0.010613 -11.9 22.8 2453167.47031 -25.731174 -25.730969 0.236 -9999999 0.00297 0.075482 0.856558 0.478451 0.981175 0.48 60.0008 25.357303 26.347737 2004-06-10T23:12:56.442 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.64203110899327e-05 9.28719921103017e-07 0 0 0
GJ3769 198.182385 -2.264685 2453167.4713924 20.689938 2.745514 -11866.99912 4.265658 46.343252 2.608478 -11866.519724 4.151281 46.283052 2.610163 13.577995 25.850412 36.85988 6.053069 0.506143 0.003188 0.213489 0.004147 0.282064 0.005253 0 6.078314 46.523981 0.00578 -11.9 24.1 2453167.47139 -25.733999 -25.733783 0.293 -9999999 0.002971 0.075144 0.856557 0.476425 0.981174 0.52 60.0019 13.576902 25.847941 2004-06-10T23:14:27.163 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.9532417201578e-05 7.12682744378008e-07 0 0 0
GJ3769 198.182385 -2.264685 2453167.4724313 26.70578 2.467352 -11857.380399 3.762063 52.358768 2.313901 -11856.902955 3.631861 52.205677 2.315686 28.67565 23.18119 35.144599 5.540227 0.503094 0.002867 0.202136 0.003662 0.280423 0.004628 0 6.094029 46.623434 0.004045 -11.9 26.8 2453167.47243 -25.736728 -25.73654 0.265 -9999999 0.002971 0.074817 0.856557 0.474473 0.981173 0.5 60.0019 28.588112 23.155202 2004-06-10T23:15:58.124 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 -9999999.0 -9999999.0 -9999999 -9999999 -9999999
GJ3769 198.182385 -2.264685 2453167.4734917 28.505624 2.493138 -11854.765721 3.794311 54.158279 2.341378 -11854.29027 3.665255 54.114364 2.343042 33.337038 23.514727 29.997571 5.082735 0.507612 0.002883 0.212537 0.003725 0.272976 0.004619 0 6.109806 46.583462 -0.006944 -11.9 26.7 2453167.47348 -25.73952 -25.739306 0.231 -9999999 0.002971 0.074484 0.856556 0.47248 0.981173 0.5 59.997 33.326892 23.493079 2004-06-10T23:17:29.755 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.92966612078919e-05 6.27807566732499e-07 0 0 0
GJ3769 198.182385 -2.264685 2453167.4745483 24.415464 2.41001 -11863.964692 3.678128 50.067787 2.252656 -11863.491227 3.544845 50.013796 2.254095 -2.369005 20.329865 13.952566 5.316224 0.50523 0.002822 0.208692 0.00361 0.285053 0.004554 0 6.075228 46.812056 0.011138 -11.9 27.3 2453167.47455 -25.742308 -25.742109 0.28 -9999999 0.002971 0.074152 0.856556 0.470494 0.981172 0.5 60.0027 -2.374466 20.298753 2004-06-10T23:19:01.055 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 9.82805581101022e-06 2.02407569346111e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.4756086 27.920501 2.424613 -11864.26948 3.660226 53.572491 2.268273 -11863.798008 3.526267 53.397468 2.270242 6.746049 18.069964 -8.602776 5.958006 0.502868 0.002817 0.204806 0.003595 0.287296 0.004567 0 6.094829 47.321742 0.002829 -11.9 27.3 2453167.4756 -25.745112 -25.744887 0.306 -9999999 0.002971 0.073819 0.856555 0.468501 0.981171 0.51 59.9968 6.737852 18.03339 2004-06-10T23:20:32.077 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 6.03121710133649e-05 0.00178747320068977 0 0 0
GJ3769 198.182385 -2.264685 2453167.4766702 22.242719 2.391501 -11865.834506 3.60517 47.894375 2.232844 -11865.365029 3.469086 47.92355 2.23405 -12.276072 19.718257 -12.246558 5.595346 0.50226 0.002772 0.196388 0.003484 0.272972 0.004419 0 6.095589 47.403793 -0.002465 -11.9 27.7 2453167.47667 -25.747925 -25.747729 0.195 -9999999 0.002971 0.073486 0.856554 0.466506 0.981171 0.52 60.0026 -12.28573 19.704291 2004-06-10T23:22:03.198 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.50271068302915e-05 7.32059947193141e-07 0 0 0
GJ3769 198.182385 -2.264685 2453167.4777151 22.999615 2.483397 -11865.251847 3.753473 48.650943 2.331003 -11864.784334 3.622964 48.452606 2.332573 16.63022 22.304773 -7.200793 5.49166 0.507616 0.002861 0.204953 0.003677 0.281123 0.004633 0 6.102605 47.287379 0.009421 -11.9 26.8 2453167.47771 -25.7507 -25.750488 0.144 -9999999 0.002971 0.073157 0.856554 0.464542 0.98117 0.51 60.0022 16.645711 22.298093 2004-06-10T23:23:34.089 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 8.08255516166807e-06 4.92892463547609e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.4787531 21.860978 2.505478 -11863.494413 3.817995 47.51198 2.354514 -11863.028851 3.689769 47.456168 2.356136 27.771263 18.682952 -18.344481 5.636933 0.505432 0.002927 0.198324 0.003713 0.278809 0.004721 0 6.094444 47.424187 0.003272 -11.9 26.4 2453167.47875 -25.753462 -25.753252 0.216 -9999999 0.002971 0.072831 0.856553 0.462591 0.981169 0.49 60.0021 27.765573 18.668507 2004-06-10T23:25:04.980 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 1.1947186659927e-05 1.79687652572071e-06 0 0 0
GJ3769 198.182385 -2.264685 2453167.4798136 22.121804 2.343028 -11866.124648 3.534079 47.772473 2.180848 -11865.661079 3.395147 47.527459 2.182718 7.212334 18.586363 -13.527652 5.365648 0.503824 0.002744 0.203605 0.003472 0.282964 0.004398 0 6.088948 47.267042 0.003824 -11.9 28.1 2453167.47981 -25.756289 -25.756084 0.064 -9999999 0.002971 0.072498 0.856553 0.460598 0.981169 0.5 60.0017 7.203341 18.553115 2004-06-10T23:26:36.010 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 0.000633010126812926 0.00340805361698979 0 0 0
GJ3769 198.182385 -2.264685 2453167.4808759 28.311693 2.380078 -11858.462014 3.586347 53.962028 2.220606 -11858.000442 3.449521 53.941096 2.222738 14.399819 16.399797 -28.951861 5.244244 0.503832 0.002788 0.201509 0.003518 0.288409 0.004501 0 6.092473 47.459315 0.004293 -11.9 27.7 2453167.48087 -25.759126 -25.758918 0.361 -9999999 0.002971 0.072165 0.856552 0.458601 0.981168 0.5 60.002 14.404665 16.36317 2004-06-10T23:28:07.801 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 -9999999.0 -9999999.0 -9999999 -9999999 -9999999
GJ3769 198.182385 -2.264685 2453167.481918 26.165528 2.381177 -11861.166874 3.583515 51.815536 2.221784 -11860.707261 3.446577 51.704004 2.223003 12.976294 16.141881 -17.659471 5.088183 0.505011 0.002776 0.199195 0.003486 0.279904 0.004451 0 6.08984 47.510559 0.00932 -11.9 27.8 2453167.48191 -25.761915 -25.761698 0.311 -9999999 0.002971 0.071837 0.856551 0.456642 0.981167 0.48 60.0025 12.973369 16.114042 2004-06-10T23:29:39.052 -9999999 K5 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_K0 8.08064742984587e-06 2.06714586323663e-06 0 0 0
