,obs,name,time,mnvel,errvel,sval,cts,tel
54330,bj832.159,217107,2455166.884,-72.93181403,1.0563575,0.1481,77583,j
54331,bj832.160,217107,2455166.886,-69.4324384,1.0427924,0.1475,77288,j
54332,bj832.161,217107,2455166.887,-72.67861374,0.9822291,0.1463,77314,j
54333,bj834.139,217107,2455168.809,-163.4455616,1.0294682,0.1489,76734,j
54334,bj834.140,217107,2455168.81,-167.6446266,1.033228,0.1494,75878,j
54335,bj834.141,217107,2455168.811,-165.5491972,0.94570655,0.1483,73106,j
54336,bj80.806,217107,2455172.844,80.52631326522679,1.0215366,0.147,48673,j
54337,bj93.348,217107,2455374.133,-141.7842946,1.0422238,0.14800000000000002,50202,j
54338,bj94.124,217107,2455396.112,-181.8391962,1.2886606,0.14800000000000002,30483,j
54339,bj95.1115,217107,2455404.923,-127.0553556,1.1567229,0.146,47803,j
54340,bj97.328,217107,2455427.03,-60.11410226,1.0633878,0.14800000000000002,48990,j
54341,bj100.94,217107,2455464.863,76.11708177619026,1.0664817,0.149,49532,j
54342,bj105.91,217107,2455500.863,39.090913247623845,1.052884,0.12,45445,j
54343,bj106.521,217107,2455522.867,-49.3918762,1.1263012,0.149,49641,j
54344,bj120.931,217107,2455707.101,76.92711132,1.0198199,0.14800000000000002,47978,j
54345,bj122.69,217107,2455726.045,-108.4156592,1.1107656,0.145,45318,j
54346,bj123.320,217107,2455732.035,-189.6406938,1.0528692,0.147,45523,j
54347,bj126.308,217107,2455753.064,-202.2417738,1.1886848,0.14800000000000002,48060,j
54348,bj130.1690,217107,2455794.872,-178.4436484,1.1037747,0.149,49022,j
54349,bj133.86,217107,2455841.833,73.46556536601189,1.1417263,0.14400000000000002,47233,j
54350,bj137.904,217107,2455881.821,-187.1050841,1.1013819,0.149,48543,j
54351,bj138.758,217107,2455904.678,-67.68909025,0.9419606,0.14800000000000002,49575,j
54352,bj153.720,217107,2456113.137,100.88112673374349,1.0227298,0.145,48651,j
54353,bj173.426,217107,2456485.141,-13.96255394,1.0550668,0.146,49384,j
54354,bj180.522,217107,2456532.085,30.929750126928866,1.0729747,0.146,49202,j
54355,bj185.578,217107,2456638.711,6.889957251535392,0.9808883,0.149,49455,j
54356,bj185.1063,217107,2456640.704,145.01970214132783,1.0880814,0.1475,46109,j
54357,bj912.121,217107,2456676.719,119.4036562070664,1.0167389,0.1481,77455,j
54358,bj912.122,217107,2456676.72,119.94664412471961,1.1498144,0.1486,76829,j
54359,bj912.123,217107,2456676.721,115.99280703487676,1.0467759,0.1486,78508,j
54360,bj912.124,217107,2456676.722,119.94123708230762,1.0597465,0.1489,78298,j
54361,bj190.77,217107,2456860.969,161.4282905918289,1.2351569,0.1464,49605,j
54362,bj192.98,217107,2456878.949,-114.2127452,1.2021056,0.1426,47535,j
54363,bj194.285,217107,2456907.835,-104.7631892,1.0757923,0.1493,50005,j
54364,bj194.499,217107,2456908.91,-40.66638086,1.0587074,0.1481,47662,j
54365,bj222.663,217107,2457414.693,-46.10349783,1.2255954,0.08917,47983,j
54366,bj231.124,217107,2457569.005,-45.36131348,1.0644817,0.1488,48678,j
54367,bj246.1284,217107,2457717.787,67.01845962352424,0.9561121,0.1488,48590,j
54368,bj248.259,217107,2457760.69,51.67507102145159,1.1094987,0.1477,48843,j
54369,bj248.369,217107,2457761.693,-62.48167694,1.1342682,0.1433,48785,j
54370,bj256.493,217107,2457910.13,87.76186042872314,0.9334388,0.1479,48748,j
54371,bj257.89,217107,2457912.032,-95.57506811,1.0584301,0.1493,49209,j
54372,bj258.95,217107,2457924.121,123.10644828850047,0.99935406,0.14800000000000002,47359,j
54373,bj278.1060,217107,2458117.683,-30.21342492,0.983521,0.1478,49583,j
54374,bj292.395,217107,2458293.128,146.52856728871794,0.97262526,0.1482,48914,j
54375,bj293.726,217107,2458302.056,88.90202913569988,1.0705552,0.1491,49516,j
54376,bj305.575,217107,2458387.985,26.48690296104275,1.2033912,0.1496,49210,j
54377,bj316.78,217107,2458490.731,-63.02916996,1.0679231,0.1499,52377,j
54378,bj334.109,217107,2458651.114,108.31702937731447,0.95908225,0.1488,51088,j
54379,bj334.305,217107,2458652.117,-29.53299252,1.1132914,0.1488,49396,j
54380,bj359.79,217107,2458852.686,-103.8178001,1.0729091,0.1466,45904,j
54381,,217107,2456562.769,84.19418568472257,2.1822622,,11333,apf
54382,,217107,2456563.683,-48.69159865,2.430177,,10933,apf
54383,,217107,2456570.817,-49.0404903,2.374363,,10141,apf
54384,,217107,2456573.744,-100.084012,2.5215058,,10386,apf
54385,,217107,2456577.869,-32.60852291,2.1147952,,33644,apf
54386,,217107,2456581.766,-15.27413972,1.8091646,,35666,apf
54387,,217107,2456581.902,5.549342332127765,2.0325718,,32655,apf
54388,,217107,2456582.701,102.9933362914424,1.7765528,,34546,apf
54389,,217107,2456582.787,114.35805623145023,1.9535154,,34088,apf
54390,,217107,2456582.864,113.46332108663096,1.9093126,,33026,apf
54391,,217107,2456588.648,-34.10706835,1.5930567,,35218,apf
54392,,217107,2456588.717,-24.95420101,1.8143666,,33813,apf
54393,,217107,2456589.666,86.66601748248578,1.8540685,,33569,apf
54394,,217107,2456589.69,90.03947288422273,1.7782094,,33712,apf
54395,,217107,2456589.839,102.81318067395387,1.8912323,,32759,apf
54396,,217107,2456590.722,134.96281312801062,1.8376225,,34328,apf
54397,,217107,2456591.729,27.864641321887746,2.021048,,32671,apf
54398,,217107,2456591.811,12.101437291740979,1.8210019,,32467,apf
54399,,217107,2456597.707,134.36042325746325,1.672819,,37474,apf
54400,,217107,2456597.844,132.47738379038157,1.8968152,,34238,apf
54401,,217107,2456606.654,-65.43209505,1.8960998,,34240,apf
54402,,217107,2456606.759,-76.91409076,2.0727851,,34325,apf
54403,,217107,2456607.663,-140.9220284,1.8544236,,36269,apf
54404,,217107,2456607.817,-144.9789968,2.0158207,,34755,apf
54405,,217107,2456610.703,49.77189657193088,2.0517306,,15580,apf
54406,,217107,2456611.688,132.9665086834086,1.8327286,,27873,apf
54407,,217107,2456618.596,124.99984450453343,2.1719584,,18194,apf
54408,,217107,2456619.685,102.09008749305133,1.8505366,,22819,apf
54409,,217107,2456624.753,26.365518325618382,2.414206,,15685,apf
54410,,217107,2456626.647,117.43450671154295,1.9149343,,34203,apf
54411,,217107,2456626.728,115.18622388836354,1.9413266,,33411,apf
54412,,217107,2456628.71,-121.8701555,1.9744751,,21138,apf
54413,,217107,2456629.626,-140.7367185,2.0037212,,21005,apf
54414,,217107,2456631.605,-10.43560801,2.3095465,,19616,apf
54415,,217107,2456632.724,129.26703765809097,2.326885,,17054,apf
54416,,217107,2456647.689,145.88758879409102,2.3075404,,19882,apf
54417,,217107,2456662.669,78.89129517704507,1.8686111,,35533,apf
54418,,217107,2456826.928,32.68321941212082,2.4105268,,17565,apf
54419,,217107,2456826.935,32.88661892708882,2.354795,,17116,apf
54420,,217107,2456839.002,87.87401864023195,2.0417566,,30663,apf
54421,,217107,2456839.996,148.73372514939743,2.3139927,,31015,apf
54422,,217107,2456841.933,-60.15033242,2.140392,,30152,apf
54423,,217107,2456843.96,-122.0925877,2.0409565,,30511,apf
54424,,217107,2456847.967,85.16434644534473,2.1924975,,15695,apf
54425,,217107,2456856.9973400002,-120.6318905,2.2037122,,29918,apf
54426,,217107,2456883.025,138.89644473285543,2.2656846,,17104,apf
54427,,217107,2456884.881,-77.4345778,2.2351136,,17333,apf
54428,,217107,2456892.912,-132.2537825,2.3133342,,14377,apf
54429,,217107,2456898.863,-56.57760496,1.7620271,,28764,apf
54430,,217107,2456908.87,-60.83468197,2.1346352,,22241,apf
54431,,217107,2456933.8,45.046530052410866,2.089951,,15801,apf
54432,,217107,2456937.815,-20.83861657,2.06843,,17353,apf
54433,,217107,2456939.803,149.18860924445318,2.293865,,11791,apf
54434,,217107,2456941.774,-69.27506806,2.1640759,,15634,apf
54435,,217107,2456967.706,138.1012517649648,2.255622,,13495,apf
54436,,217107,2457168.938,52.476387982575034,2.965707,,8782,apf
54437,,217107,2457168.94,54.07289454388837,2.6812673,,8716,apf
54438,,217107,2457168.942,47.72663723348403,2.779608,,8837,apf
54439,,217107,2457170.936,-121.002133,3.2379413,,7107,apf
54440,,217107,2457170.939,-123.0333339,3.4223065,,6146,apf
54441,,217107,2457170.942,-126.6271625,2.9035923,,6769,apf
54442,,217107,2457185.94,-117.9136281,3.234937,,6421,apf
54443,,217107,2457185.942,-104.6497136,3.0768654,,6386,apf
54444,,217107,2457185.944,-113.8390705,3.141226,,6339,apf
54445,,217107,2457193.993,-54.25944117,2.2411726,,9754,apf
54446,,217107,2457193.994,-50.65391463,2.5843432,,9623,apf
54447,,217107,2457193.996,-49.66046158,2.5103555,,9304,apf
54448,,217107,2457217.984,152.87292835691602,2.7990718,,8542,apf
54449,,217107,2457217.986,155.42866469060192,2.7161233,,8234,apf
54450,,217107,2457217.987,151.07302907914092,2.8079998,,8318,apf
54451,,217107,2457218.998,33.41987139595803,2.6741397,,8256,apf
54452,,217107,2457219,31.985139546832812,2.7295098,,7531,apf
54453,,217107,2457219.002,32.66623813875663,2.790608,,7404,apf
54454,,217107,2457220.89,-116.3588188,2.6718245,,7625,apf
54455,,217107,2457220.891,-121.6805316,2.814526,,7723,apf
54456,,217107,2457220.893,-113.5859566,2.9302623,,7694,apf
54457,,217107,2457221.998,-90.25386733,2.5954347,,8074,apf
54458,,217107,2457222,-86.83924113,2.6913047,,8092,apf
54459,,217107,2457222.001,-89.85319822,2.481592,,8117,apf
54460,,217107,2457222.956,-14.01906032,2.9309037,,7653,apf
54461,,217107,2457222.958,-0.205921106,2.9504437,,8053,apf
54462,,217107,2457222.96,-9.731674465,3.108303,,8003,apf
54463,,217107,2457224.957,158.84031628593277,2.629133,,8601,apf
54464,,217107,2457224.958,158.36034347644966,2.9314542,,8503,apf
54465,,217107,2457227.93,-117.1960308,2.4050295,,13333,apf
54466,,217107,2457227.932,-121.7593959,2.2514787,,13294,apf
54467,,217107,2457227.934,-119.8280714,2.3118756,,13332,apf
54468,,217107,2457229.963,-18.65720532,2.7947795,,8153,apf
54469,,217107,2457229.965,-19.91319955,2.5843906,,7846,apf
54470,,217107,2457229.966,-16.82981573,2.479703,,8079,apf
54471,,217107,2457232.952,72.82035625174522,2.5191798,,8114,apf
54472,,217107,2457232.953,72.70548021976387,2.6391418,,8162,apf
54473,,217107,2457232.955,77.04610906361654,2.6129012,,7979,apf
54474,,217107,2457233.924,-56.0645359,3.0525575,,7153,apf
54475,,217107,2457233.926,-52.82964156,3.0210588,,7209,apf
54476,,217107,2457233.928,-53.29983681,2.987332,,7686,apf
54477,,217107,2457238.942,160.55061828862182,2.4932737,,13140,apf
54478,,217107,2457238.943,161.82313108367157,2.361458,,13186,apf
54479,,217107,2457238.945,162.0539300189153,2.5081563,,13431,apf
54480,,217107,2457243.902,-39.66239225,2.7940166,,6598,apf
54481,,217107,2457243.904,-43.26390154,3.0925248,,6791,apf
54482,,217107,2457243.905,-47.34725819,2.8802645,,6895,apf
54483,,217107,2457245.903,157.38489677643656,2.1047688,,18391,apf
54484,,217107,2457247.925,-26.70241109,2.318518,,13074,apf
54485,,217107,2457247.926,-21.93445021,2.4041653,,13262,apf
54486,,217107,2457247.928,-19.39781062,2.2925835,,13334,apf
54487,,217107,2457249.911,-117.0388779,2.7726207,,7645,apf
54488,,217107,2457249.913,-111.0962245,2.893348,,7682,apf
54489,,217107,2457249.914,-115.6746461,2.7450974,,7507,apf
54490,,217107,2457252.893,146.0022660240954,2.580586,,7734,apf
54491,,217107,2457252.894,146.85057233836352,2.8059862,,7612,apf
54492,,217107,2457252.896,144.99782465284594,2.7171054,,7810,apf
54493,,217107,2457256.8895239998,-117.9153972,2.3539371,,13270,apf
54494,,217107,2457256.891,-120.6490243,2.3901355,,10665,apf
54495,,217107,2457256.893,-118.4083358,2.336011,,13037,apf
54496,,217107,2457258.883,23.573583241461815,3.080214,,7753,apf
54497,,217107,2457258.885,25.108405254739612,2.877015,,7963,apf
54498,,217107,2457258.886,31.507246873801712,2.8669367,,8104,apf
54499,,217107,2457260.871,145.45066336593112,2.4370918,,11970,apf
54500,,217107,2457260.873,140.5839064801044,2.3306463,,13130,apf
54501,,217107,2457260.875,145.61272551901473,2.3458254,,13000,apf
54502,,217107,2457262.894,-96.57621612,2.8674593,,7792,apf
54503,,217107,2457262.895,-95.13439692,3.095816,,6856,apf
54504,,217107,2457262.897,-95.5836255,2.994703,,6810,apf
54505,,217107,2457267.849,155.27149246606916,2.3754869,,11820,apf
54506,,217107,2457267.851,154.0617711441369,2.571017,,11667,apf
54507,,217107,2457267.853,154.13707227685398,2.4741645,,13089,apf
54508,,217107,2457271.834,-94.9869801,2.6520329,,7864,apf
54509,,217107,2457271.836,-94.67170895,2.7222686,,7696,apf
54510,,217107,2457271.837,-92.59265351,2.6641753,,7933,apf
54511,,217107,2457274.808,160.57654367107244,2.8068564,,7134,apf
54512,,217107,2457274.81,158.54691830535268,3.0161605,,7024,apf
54513,,217107,2457274.811,160.02204330274625,2.7512097,,6880,apf
54514,,217107,2457277.814,-123.8004375,2.4022553,,11163,apf
54515,,217107,2457281.779,164.0393152650636,2.2634525,,13750,apf
54516,,217107,2457286.795,-35.86685477,2.786647,,7150,apf
54517,,217107,2457286.797,-32.51825846,2.9411528,,7425,apf
54518,,217107,2457286.798,-34.70855328,2.7498143,,7201,apf
54519,,217107,2457290.797,-36.3211814,2.9297438,,7352,apf
54520,,217107,2457290.798,-40.31918505,3.0327644,,7542,apf
54521,,217107,2457290.8,-38.30513904,2.9869998,,7420,apf
54522,,217107,2457292.791,-105.7847412,2.8123136,,8059,apf
54523,,217107,2457292.792,-106.1129358,2.7730339,,7920,apf
54524,,217107,2457292.794,-100.2628111,2.9721086,,9066,apf
54525,,217107,2457305.75,-102.3916196,2.8504217,,6687,apf
54526,,217107,2457305.752,-103.2384917,2.6727326,,6803,apf
54527,,217107,2457305.753,-100.7269283,2.9254174,,6692,apf
54528,,217107,2457308.747,25.705744623341488,2.8694322,,7373,apf
54529,,217107,2457308.749,31.68013116741463,3.009215,,7328,apf
54530,,217107,2457308.75,24.646236823429277,2.958202,,7310,apf
54531,,217107,2457312.726,-82.79559045,3.0684867,,7084,apf
54532,,217107,2457312.727,-84.10173297,3.116506,,7237,apf
54533,,217107,2457312.728,-87.89055755,3.126973,,6997,apf
54534,,217107,2457318.738,49.149134453206685,2.829432,,6089,apf
54535,,217107,2457318.739,48.12832340969959,2.8213148,,6489,apf
54536,,217107,2457318.741,44.954256090988906,2.9304779,,6385,apf
54537,,217107,2457321.725,-87.66166029,2.1757836,,11082,apf
54538,,217107,2457321.727,-86.71688957,2.346795,,10970,apf
54539,,217107,2457321.729,-88.32339428,2.3275828,,11026,apf
54540,,217107,2457325.757,55.53130019985559,3.0876672,,5923,apf
54541,,217107,2457325.759,53.21812218732991,3.307365,,5942,apf
54542,,217107,2457325.76,52.5275382,2.9617636,,6281,apf
54543,,217107,2457332.678,85.16360046431686,3.0826187,,5960,apf
54544,,217107,2457332.68,86.97642037,3.1198893,,6345,apf
54545,,217107,2457332.681,83.45367462958073,2.7421825,,6522,apf
54546,,217107,2457340.665,-32.79445017,2.422553,,11043,apf
54547,,217107,2457340.666,-33.43994502,2.479932,,11291,apf
54548,,217107,2457340.668,-29.65811062,2.3276777,,11256,apf
54549,,217107,2457348.651,-102.5140529,2.291639,,12376,apf
54550,,217107,2457348.653,-100.0676995,2.3173091,,11743,apf
54551,,217107,2457348.655,-101.272026,2.5892377,,11615,apf
54552,,217107,2457350.639,-60.30693942,2.2094872,,15812,apf
54553,,217107,2457358.69,35.33635341020019,3.2563624,,6173,apf
54554,,217107,2457358.691,35.945007196244745,3.1946495,,6382,apf
54555,,217107,2457358.693,36.636163276440584,3.0068915,,6640,apf
54556,,217107,2457537,52.88097296599173,3.6116087,,4092,apf
54557,,217107,2457539.981,-4.572107459,3.452268,,5599,apf
54558,,217107,2457539.982,-9.806914421,3.1118279,,5539,apf
54559,,217107,2457539.984,0.3398583983861272,3.1948786,,6007,apf
54560,,217107,2457541.948,-118.52105,3.0969448,,5490,apf
54561,,217107,2457541.95,-112.08074,3.0889294,,5492,apf
54562,,217107,2457541.951,-127.0202252,3.0734422,,5849,apf
54563,,217107,2457549.928,-78.33920815,3.3972597,,4375,apf
54564,,217107,2457549.93,-78.49962735,3.6881745,,4364,apf
54565,,217107,2457549.932,-82.11577668,3.9125464,,4251,apf
54566,,217107,2457556.97,-87.98680196,2.2221231,,18161,apf
54567,,217107,2457558.923,108.25738348850658,2.2600658,,16779,apf
54568,,217107,2457560.941,54.13065312,2.192369,,17080,apf
54569,,217107,2457563.906,-97.2544304,2.431051,,13239,apf
54570,,217107,2457566.897,159.99071091217758,2.4197557,,11398,apf
54571,,217107,2457567.92,74.63546693735378,2.2258255,,15527,apf
54572,,217107,2457584.967,-111.7863758,2.1120586,,17708,apf
54573,,217107,2457586.966,57.860532313138776,1.8046721,,29310,apf
54574,,217107,2457587.967,154.51159014235265,2.0402493,,16861,apf
54575,,217107,2457588.989,118.3397735599184,2.2370942,,18741,apf
54576,,217107,2457591.966,-113.5304094,2.1781232,,18300,apf
54577,,217107,2457593.96,42.07888453,1.9095241,,28604,apf
54578,,217107,2457603.973,19.89957172280205,2.175751,,16846,apf
54579,,217107,2457605.922,-116.681879,1.9565148,,17266,apf
54580,,217107,2457608.962,129.21657350358151,1.9065883,,27630,apf
54581,,217107,2457610.906,46.42025329420649,2.2182288,,17059,apf
54582,,217107,2457613.864,-95.3128299,2.1938496,,15566,apf
54583,,217107,2457616.906,157.9339712535415,2.0041826,,16633,apf
54584,,217107,2457618.918,-59.91039123,1.8973168,,27608,apf
54585,,217107,2457625.901,-48.13639073,2.093633,,26959,apf
54586,,217107,2457628.899,-37.43699833,2.0238428,,25721,apf
54587,,217107,2457635.844,-51.15990115,2.222251,,14078,apf
54588,,217107,2457635.862,-45.88505542,2.4639084,,11940,apf
54589,,217107,2457637.883,160.93502674589115,2.1270275,,16111,apf
54590,,217107,2457643.91,52.948937117023505,2.4546134,,16047,apf
54591,,217107,2457647.795,-91.16836939,2.1900415,,16943,apf
54592,,217107,2457649.795,-69.75313493,2.1277392,,15105,apf
54593,,217107,2457669.791,-118.2171703,2.0333343,,19134,apf
54594,,217107,2457670.734,-100.5427653,2.1197534,,17584,apf
54595,,217107,2457674.725,90.23382578372946,1.9255232,,30680,apf
54596,,217107,2457682.749,-28.9627115,1.8832359,,22802,apf
