time,mnvel,errvel,inst,tel,source
2450421.69727,-1.95,1.62,lick13-lick25yr,lick13,lick25yr
2450437.63184,-3.82,1.42,lick13-lick25yr,lick13,lick25yr
2450613.9541,0.32,1.52,lick13-lick25yr,lick13,lick25yr
2450613.96875,2.69,1.62,lick13-lick25yr,lick13,lick25yr
2450640.93457,1.39,1.48,lick13-lick25yr,lick13,lick25yr
2450640.9501900002,1.09,1.28,lick13-lick25yr,lick13,lick25yr
2450645.97656,2.6,2.04,lick13-lick25yr,lick13,lick25yr
2450655.94824,2.4,1.61,lick13-lick25yr,lick13,lick25yr
2450655.95508,3.86,1.64,lick13-lick25yr,lick13,lick25yr
2450657.00684,0.0,1.46,lick13-lick25yr,lick13,lick25yr
2450681.94727,-11.2,1.34,lick13-lick25yr,lick13,lick25yr
2450759.71415,-4.6,4.7,hiresk-johnson2016hr,hiresk,johnson2016hr
2450759.71624,-3.7,4.6,hiresk-johnson2016hr,hiresk,johnson2016hr
2450759.71844,-4.1,4.5,hiresk-johnson2016hr,hiresk,johnson2016hr
2450759.72058,1.1,4.5,hiresk-johnson2016hr,hiresk,johnson2016hr
2450759.72282,-1.3,4.6,hiresk-johnson2016hr,hiresk,johnson2016hr
2450759.72558,-3.5,4.3,hiresk-johnson2016hr,hiresk,johnson2016hr
2450759.72775,-2.3,4.4,hiresk-johnson2016hr,hiresk,johnson2016hr
2450759.72992,-4.1,4.6,hiresk-johnson2016hr,hiresk,johnson2016hr
2450759.73214,-2.7,4.4,hiresk-johnson2016hr,hiresk,johnson2016hr
2450767.64453,2.65,1.81,lick13-lick25yr,lick13,lick25yr
2450790.70599,-1.4,4.7,hiresk-johnson2016hr,hiresk,johnson2016hr
2450790.70782,0.6,4.6,hiresk-johnson2016hr,hiresk,johnson2016hr
2450790.7098,1.2,4.5,hiresk-johnson2016hr,hiresk,johnson2016hr
2450790.71443,-2.8,4.6,hiresk-johnson2016hr,hiresk,johnson2016hr
2450793.66016,-2.9,1.56,lick13-lick25yr,lick13,lick25yr
2450794.70898,-5.86,2.94,lick13-lick25yr,lick13,lick25yr
2450818.69114,-13.6,4.4,hiresk-johnson2016hr,hiresk,johnson2016hr
2450818.69303,-12.6,4.5,hiresk-johnson2016hr,hiresk,johnson2016hr
2450979.95117,3.61,2.63,lick6-lick25yr,lick6,lick25yr
2450979.96582,3.22,2.9,lick6-lick25yr,lick6,lick25yr
2451010.86514,1.7,3.7,hjst3-johnson2016hj,hjst3,johnson2016hj
2451014.96191,-0.58,2.72,lick6-lick25yr,lick6,lick25yr
2451044.95898,1.6,2.33,lick6-lick25yr,lick6,lick25yr
2451065.83986,-11.5,4.3,hjst3-johnson2016hj,hjst3,johnson2016hj
2451073.85754,-2.3,4.0,hiresk-johnson2016hr,hiresk,johnson2016hr
2451073.86014,-3.4,4.0,hiresk-johnson2016hr,hiresk,johnson2016hr
2451073.86206,-3.6,4.2,hiresk-johnson2016hr,hiresk,johnson2016hr
2451073.86389,8.7,4.3,hiresk-johnson2016hr,hiresk,johnson2016hr
2451073.86532,11.3,4.1,hiresk-johnson2016hr,hiresk,johnson2016hr
2451073.86676,5.3,4.5,hiresk-johnson2016hr,hiresk,johnson2016hr
2451074.89128,-5.6,4.4,hiresk-johnson2016hr,hiresk,johnson2016hr
2451074.89273,-7.1,4.3,hiresk-johnson2016hr,hiresk,johnson2016hr
2451075.83941,-1.8,5.2,hiresk-johnson2016hr,hiresk,johnson2016hr
2451075.84228,20.7,4.3,hiresk-johnson2016hr,hiresk,johnson2016hr
2451130.64844,-5.93,2.73,lick6-lick25yr,lick6,lick25yr
2451140.67748,-3.0,4.5,hiresk-johnson2016hr,hiresk,johnson2016hr
2451140.67933,6.6,4.3,hiresk-johnson2016hr,hiresk,johnson2016hr
2451140.68183,-2.8,4.2,hiresk-johnson2016hr,hiresk,johnson2016hr
2451140.68421,-1.7,4.4,hiresk-johnson2016hr,hiresk,johnson2016hr
2451141.67716,0.6,4.0,hiresk-johnson2016hr,hiresk,johnson2016hr
2451141.6791,9.6,4.2,hiresk-johnson2016hr,hiresk,johnson2016hr
2451141.68055,8.9,4.0,hiresk-johnson2016hr,hiresk,johnson2016hr
2451141.68243,7.0,4.3,hiresk-johnson2016hr,hiresk,johnson2016hr
2451146.59277,3.25,3.1,lick6-lick25yr,lick6,lick25yr
2451151.6678,-0.9,4.5,hjst3-johnson2016hj,hjst3,johnson2016hj
2451211.58199,0.4,5.1,hjst3-johnson2016hj,hjst3,johnson2016hj
2451364.89648,4.74,2.41,lick6-lick25yr,lick6,lick25yr
2451416.98828,-2.93,2.53,lick6-lick25yr,lick6,lick25yr
2451417.92148,-2.0,4.1,hjst3-johnson2016hj,hjst3,johnson2016hj
2451427.86914,-17.93,3.06,lick6-lick25yr,lick6,lick25yr
2451439.94554,-3.5,4.3,hiresk-johnson2016hr,hiresk,johnson2016hr
2451439.94746,0.8,4.5,hiresk-johnson2016hr,hiresk,johnson2016hr
2451440.95092,1.3,4.3,hiresk-johnson2016hr,hiresk,johnson2016hr
2451440.95268,1.3,4.0,hiresk-johnson2016hr,hiresk,johnson2016hr
2451451.83583,5.2,4.2,hjst3-johnson2016hj,hjst3,johnson2016hj
2451482.69336,2.07,2.9,lick6-lick25yr,lick6,lick25yr
2451502.68841,-1.0,4.3,hjst3-johnson2016hj,hjst3,johnson2016hj
2451505.60059,22.7,5.8,hjst3-johnson2016hj,hjst3,johnson2016hj
2451530.68963,-10.6,5.0,hjst3-johnson2016hj,hjst3,johnson2016hj
2451557.61677,-0.4,4.7,hjst3-johnson2016hj,hjst3,johnson2016hj
2451750.92212,-2.7,3.8,hjst3-johnson2016hj,hjst3,johnson2016hj
2451775.81432,10.2,4.7,hjst3-johnson2016hj,hjst3,johnson2016hj
2451810.71818,-1.7,4.8,hjst3-johnson2016hj,hjst3,johnson2016hj
2451842.68945,-4.58,2.7,lick6-lick25yr,lick6,lick25yr
2451859.72474,-4.1,4.8,hjst3-johnson2016hj,hjst3,johnson2016hj
2451879.68703,12.8,6.9,hiresk-johnson2016hr,hiresk,johnson2016hr
2451879.68856,5.1,6.6,hiresk-johnson2016hr,hiresk,johnson2016hr
2451880.68759,30.9,5.6,hiresk-johnson2016hr,hiresk,johnson2016hr
2451881.68805,28.7,5.4,hiresk-johnson2016hr,hiresk,johnson2016hr
2451918.66585,10.1,5.0,hjst3-johnson2016hj,hjst3,johnson2016hj
2452117.95058,3.4,4.0,hjst3-johnson2016hj,hjst3,johnson2016hj
2452128.84174,0.25,3.94,lick6-lick25yr,lick6,lick25yr
2452142.88534,-0.9,4.2,hjst3-johnson2016hj,hjst3,johnson2016hj
2452188.74805,8.02,2.87,lick6-lick25yr,lick6,lick25yr
2452189.7373099998,8.89,2.58,lick6-lick25yr,lick6,lick25yr
2452189.76758,-1.12,2.41,lick6-lick25yr,lick6,lick25yr
2452218.70329,-7.2,4.3,hjst3-johnson2016hj,hjst3,johnson2016hj
2452232.63574,-22.2,2.02,lick8-lick25yr,lick8,lick25yr
2452232.66602,-9.42,2.02,lick8-lick25yr,lick8,lick25yr
2452232.69629,-13.0,2.52,lick8-lick25yr,lick8,lick25yr
2452493.83053,8.2,4.0,hjst3-johnson2016hj,hjst3,johnson2016hj
2452539.77909,17.6,4.4,hjst3-johnson2016hj,hjst3,johnson2016hj
2452539.78596,12.2,4.2,hjst3-johnson2016hj,hjst3,johnson2016hj
2452839.94411,-9.5,3.7,hjst3-johnson2016hj,hjst3,johnson2016hj
2452932.73705,-13.8,4.1,hjst3-johnson2016hj,hjst3,johnson2016hj
2452960.7825,-9.5,4.9,hjst3-johnson2016hj,hjst3,johnson2016hj
2453239.0398,-2.83,1.05,hiresj-butler2017,hiresj,butler2017
2453239.04901,-3.41188547498,0.6962954,hiresj-howard2016,hiresj,howard2016
2453239.05871,-1.38,1.06,hiresj-butler2017,hiresj,butler2017
2453247.87402,-5.13,1.97,lick8-lick25yr,lick8,lick25yr
2453301.76795,-14.2988737775,1.1616777,hiresj-howard2016,hiresj,howard2016
2453316.73047,-9.65,2.43,lick8-lick25yr,lick8,lick25yr
2453316.75293,-9.01,2.78,lick8-lick25yr,lick8,lick25yr
2453316.77539,-7.63,2.53,lick8-lick25yr,lick8,lick25yr
2453318.69863,0.4,4.2,hjst3-johnson2016hj,hjst3,johnson2016hj
2453338.527545,-7.92,0.47,hiresj-hirsch2021,hiresj,hirsch2021
2453338.70906,-5.71,1.1,hiresj-butler2017,hiresj,butler2017
2453338.7097,-9.60685259429,0.4638896,hiresj-howard2016,hiresj,howard2016
2453338.71083,-4.44,1.0,hiresj-butler2017,hiresj,butler2017
2453338.71171,-4.86,1.07,hiresj-butler2017,hiresj,butler2017
2453547.09649,1.11,0.92,hiresj-butler2017,hiresj,butler2017
2453547.09729,0.72,0.95,hiresj-butler2017,hiresj,butler2017
2453547.09759,-4.22442037645,0.4102834,hiresj-howard2016,hiresj,howard2016
2453547.09808,1.89,0.91,hiresj-butler2017,hiresj,butler2017
2453547.09888,2.41,0.82,hiresj-butler2017,hiresj,butler2017
2453548.08494,-2.79534598416,0.4579279,hiresj-howard2016,hiresj,howard2016
2453548.085364,-1.21,0.46,hiresj-hirsch2021,hiresj,hirsch2021
2453548.08688,2.31,0.87,hiresj-butler2017,hiresj,butler2017
2453549.047694,-4.37,0.61,hiresj-hirsch2021,hiresj,hirsch2021
2453549.12001,-6.15812665355,0.5966262,hiresj-howard2016,hiresj,howard2016
2453549.12121,-1.26,0.74,hiresj-butler2017,hiresj,butler2017
2453550.011643,-1.37,0.36,hiresj-hirsch2021,hiresj,hirsch2021
2453550.08311,5.89,1.16,hiresj-butler2017,hiresj,butler2017
2453550.08383,1.92,0.97,hiresj-butler2017,hiresj,butler2017
2453550.08463,-2.62609990333,0.3603884,hiresj-howard2016,hiresj,howard2016
2453550.08618,1.94,0.87,hiresj-butler2017,hiresj,butler2017
2453551.08972,0.0,0.79,hiresj-butler2017,hiresj,butler2017
2453551.09111,-7.38934871142,0.3620978,hiresj-howard2016,hiresj,howard2016
2453551.09206,1.66,0.77,hiresj-butler2017,hiresj,butler2017
2453551.237085,-5.43,0.36,hiresj-hirsch2021,hiresj,hirsch2021
2453552.04847,-4.03,0.83,hiresj-butler2017,hiresj,butler2017
2453552.04927,-1.86,0.89,hiresj-butler2017,hiresj,butler2017
2453552.05048,-8.57527321182,0.397638,hiresj-howard2016,hiresj,howard2016
2453552.05094,-1.1,0.94,hiresj-butler2017,hiresj,butler2017
2453552.122783,-6.85,0.41,hiresj-hirsch2021,hiresj,hirsch2021
2453571.063438,-4.43,0.44,hiresj-hirsch2021,hiresj,hirsch2021
2453571.06422,0.75,0.82,hiresj-butler2017,hiresj,butler2017
2453571.06425,-6.10365733586,0.4428452,hiresj-howard2016,hiresj,howard2016
2453632.85043,2.6,4.5,hjst3-johnson2016hj,hjst3,johnson2016hj
2453689.71121,3.1,4.3,hjst3-johnson2016hj,hjst3,johnson2016hj
2453692.767917,13.33,1.898593,hiresj-callegacy,hiresj,callegacy
2453692.77105,7.04,1.13,hiresj-butler2017,hiresj,butler2017
2453692.77242,6.83602193154,0.6589106,hiresj-howard2016,hiresj,howard2016
2453692.77459,5.84,1.04,hiresj-butler2017,hiresj,butler2017
2453692.881723,8.05,0.66,hiresj-hirsch2021,hiresj,hirsch2021
2453693.69804,3.74,1.07,hiresj-butler2017,hiresj,butler2017
2453693.69889,1.62106725097,0.5392744,hiresj-howard2016,hiresj,howard2016
2453693.69896,1.21,1.03,hiresj-butler2017,hiresj,butler2017
2453693.69977,0.78,0.99,hiresj-butler2017,hiresj,butler2017
2453693.808199,3.38,0.4,hiresj-hirsch2021,hiresj,hirsch2021
2453693.92086,1.61,0.98,hiresj-butler2017,hiresj,butler2017
2453693.9221,2.39753006286,0.5554928,hiresj-howard2016,hiresj,howard2016
2453694.69572,1.16244641409,0.5441568,hiresj-howard2016,hiresj,howard2016
2453694.69689,1.99,0.98,hiresj-butler2017,hiresj,butler2017
2453694.738512,3.46,0.4,hiresj-hirsch2021,hiresj,hirsch2021
2453694.847,0.47,1.03,hiresj-butler2017,hiresj,butler2017
2453694.8487,3.31622208652,0.5396971,hiresj-howard2016,hiresj,howard2016
2453694.84889,2.66,1.17,hiresj-butler2017,hiresj,butler2017
2453695.8497,7.58,1.0,hiresj-butler2017,hiresj,butler2017
2453695.85121,7.8,1.02,hiresj-butler2017,hiresj,butler2017
2453695.85126,4.60610579088,0.5564341,hiresj-howard2016,hiresj,howard2016
2453695.923582,6.99,0.56,hiresj-hirsch2021,hiresj,hirsch2021
2453696.70736,6.53,1.06,hiresj-butler2017,hiresj,butler2017
2453696.708181,5.23,0.55,hiresj-hirsch2021,hiresj,hirsch2021
2453696.70894,6.26,0.88,hiresj-butler2017,hiresj,butler2017
2453713.68535,10.5,4.2,hiresj-johnson2016hr,hiresj,johnson2016hr
2453713.68673,11.5,4.3,hiresj-johnson2016hr,hiresj,johnson2016hr
2453713.75681,2.3,4.1,hiresj-johnson2016hr,hiresj,johnson2016hr
2453713.81749,11.3,4.2,hiresj-johnson2016hr,hiresj,johnson2016hr
2453714.71269,10.8,4.4,hiresj-johnson2016hr,hiresj,johnson2016hr
2453714.77784,17.8,4.6,hiresj-johnson2016hr,hiresj,johnson2016hr
2453714.77896,15.9,4.6,hiresj-johnson2016hr,hiresj,johnson2016hr
2453714.86941,21.9,4.5,hiresj-johnson2016hr,hiresj,johnson2016hr
2453714.8705,20.1,4.5,hiresj-johnson2016hr,hiresj,johnson2016hr
2453715.70413,9.2,4.2,hiresj-johnson2016hr,hiresj,johnson2016hr
2453715.74796,8.7,4.1,hiresj-johnson2016hr,hiresj,johnson2016hr
2453715.79467,11.4,4.2,hiresj-johnson2016hr,hiresj,johnson2016hr
2453715.86141,15.8,4.3,hiresj-johnson2016hr,hiresj,johnson2016hr
2453716.70576,15.7,4.4,hiresj-johnson2016hr,hiresj,johnson2016hr
2453716.74559,12.2,4.3,hiresj-johnson2016hr,hiresj,johnson2016hr
2453716.78891,13.1,4.3,hiresj-johnson2016hr,hiresj,johnson2016hr
2453716.85419,13.6,4.8,hiresj-johnson2016hr,hiresj,johnson2016hr
2453717.75281,12.2,4.5,hiresj-johnson2016hr,hiresj,johnson2016hr
2453717.8372,12.6,4.1,hiresj-johnson2016hr,hiresj,johnson2016hr
2453724.725183,5.03,0.61,hiresj-hirsch2021,hiresj,hirsch2021
2453724.79833,4.91,0.94,hiresj-butler2017,hiresj,butler2017
2453724.79837,3.46798411781,0.5862581,hiresj-howard2016,hiresj,howard2016
2453726.69505,15.1,4.0,hiresj-johnson2016hr,hiresj,johnson2016hr
2453726.74143,18.0,4.2,hiresj-johnson2016hr,hiresj,johnson2016hr
2453726.8267,23.5,4.2,hiresj-johnson2016hr,hiresj,johnson2016hr
2453727.69684,8.9,4.1,hiresj-johnson2016hr,hiresj,johnson2016hr
2453727.73864,11.9,3.9,hiresj-johnson2016hr,hiresj,johnson2016hr
2453727.82646,8.5,4.0,hiresj-johnson2016hr,hiresj,johnson2016hr
2453728.69917,9.9,3.9,hiresj-johnson2016hr,hiresj,johnson2016hr
2453728.75322,9.0,3.9,hiresj-johnson2016hr,hiresj,johnson2016hr
2453728.83286,8.9,4.0,hiresj-johnson2016hr,hiresj,johnson2016hr
2453729.68563,11.5,4.5,hiresj-johnson2016hr,hiresj,johnson2016hr
2453729.72449,10.1,4.1,hiresj-johnson2016hr,hiresj,johnson2016hr
2453729.77892,10.8,4.1,hiresj-johnson2016hr,hiresj,johnson2016hr
2453729.84778,12.0,4.1,hiresj-johnson2016hr,hiresj,johnson2016hr
2453730.68622,14.0,3.9,hiresj-johnson2016hr,hiresj,johnson2016hr
2453730.73846,10.5,3.9,hiresj-johnson2016hr,hiresj,johnson2016hr
2453730.7996,8.4,4.1,hiresj-johnson2016hr,hiresj,johnson2016hr
2453746.64899,12.7,4.5,hjst3-johnson2016hj,hjst3,johnson2016hj
2453746.7142,10.72,0.58,hiresj-hirsch2021,hiresj,hirsch2021
2453746.78598,9.14,0.98,hiresj-butler2017,hiresj,butler2017
2453746.78695,8.57603942182,0.5625312,hiresj-howard2016,hiresj,howard2016
2453746.78735,9.54,1.03,hiresj-butler2017,hiresj,butler2017
2453746.78865,9.11,1.15,hiresj-butler2017,hiresj,butler2017
2453748.61034,13.78,0.59,hiresj-hirsch2021,hiresj,hirsch2021
2453748.75529,12.12,1.11,hiresj-butler2017,hiresj,butler2017
2453748.75671,11.6,1.05,hiresj-butler2017,hiresj,butler2017
2453748.75736,12.8987194773,0.5981668,hiresj-howard2016,hiresj,howard2016
2453748.75763,13.51,1.03,hiresj-butler2017,hiresj,butler2017
2453749.77444,10.617319678,0.6101238,hiresj-howard2016,hiresj,howard2016
2453749.77593,10.23,1.01,hiresj-butler2017,hiresj,butler2017
2453749.848032,11.99,0.61,hiresj-hirsch2021,hiresj,hirsch2021
2453750.789,10.5375182022,0.5707336,hiresj-howard2016,hiresj,howard2016
2453750.78902,13.39,0.9,hiresj-butler2017,hiresj,butler2017
2453750.78983,14.67,0.96,hiresj-butler2017,hiresj,butler2017
2453750.862141,12.39,0.59,hiresj-hirsch2021,hiresj,hirsch2021
2453751.75897,15.42,0.97,hiresj-butler2017,hiresj,butler2017
2453751.7596,16.3020028106,0.57025,hiresj-howard2016,hiresj,howard2016
2453751.76112,16.15,0.99,hiresj-butler2017,hiresj,butler2017
2453751.833167,18.35,0.57,hiresj-hirsch2021,hiresj,hirsch2021
2453752.82587,11.67,0.93,hiresj-butler2017,hiresj,butler2017
2453752.82847,11.0634240911,0.6210713,hiresj-howard2016,hiresj,howard2016
2453752.82933,11.9,0.97,hiresj-butler2017,hiresj,butler2017
2453753.705426,13.36,0.61,hiresj-hirsch2021,hiresj,hirsch2021
2453753.77732,12.1959580963,0.5921543,hiresj-howard2016,hiresj,howard2016
2453753.7775,11.32,0.91,hiresj-butler2017,hiresj,butler2017
2453753.77861,13.14,1.09,hiresj-butler2017,hiresj,butler2017
2453753.77974,11.26,1.09,hiresj-butler2017,hiresj,butler2017
2453926.09217,4.09228550252,0.4575965,hiresj-howard2016,hiresj,howard2016
2453926.09302,8.27,0.98,hiresj-butler2017,hiresj,butler2017
2453926.238441,5.28,0.47,hiresj-hirsch2021,hiresj,hirsch2021
2453930.90252,16.7,4.1,hjst3-johnson2016hj,hjst3,johnson2016hj
2453967.8929,8.5,4.2,hjst3-johnson2016hj,hjst3,johnson2016hj
2453982.95452,10.69,1.16,hiresj-butler2017,hiresj,butler2017
2453982.955284,8.36,0.52,hiresj-hirsch2021,hiresj,hirsch2021
2453982.95605,10.03,1.11,hiresj-butler2017,hiresj,butler2017
2454084.86601,10.66,1.2,hiresj-butler2017,hiresj,butler2017
2454084.867209,12.29,0.61,hiresj-hirsch2021,hiresj,hirsch2021
2454084.8676,10.013301438,0.6303307,hiresj-howard2016,hiresj,howard2016
2454085.83306,11.0,1.08,hiresj-butler2017,hiresj,butler2017
2454085.83422,12.79,1.23,hiresj-butler2017,hiresj,butler2017
2454085.83457,12.3882135115,0.6026106,hiresj-howard2016,hiresj,howard2016
2454085.907354,13.39,0.6,hiresj-hirsch2021,hiresj,hirsch2021
2454248.096748,-1.08,1.08,hiresj-hirsch2021,hiresj,hirsch2021
2454248.09675,-1.60013949959,1.020142,hiresj-howard2016,hiresj,howard2016
2454249.091238,2.36,1.04,hiresj-hirsch2021,hiresj,hirsch2021
2454249.09124,1.93917267645,1.0573322,hiresj-howard2016,hiresj,howard2016
2454250.12849,-0.0889274823485,1.1756859,hiresj-howard2016,hiresj,howard2016
2454250.128495,1.11,1.12,hiresj-hirsch2021,hiresj,hirsch2021
2454251.118519,-6.2,0.98,hiresj-hirsch2021,hiresj,hirsch2021
2454279.090417,-0.64,1.0,hiresj-hirsch2021,hiresj,hirsch2021
2454279.09042,-1.43687313895,0.9778442,hiresj-howard2016,hiresj,howard2016
2454280.127778,5.28,0.86,hiresj-hirsch2021,hiresj,hirsch2021
2454280.12778,3.51683779232,0.8811221,hiresj-howard2016,hiresj,howard2016
2454286.131655,-0.78,0.99,hiresj-hirsch2021,hiresj,hirsch2021
2454295.102847,0.38,0.85,hiresj-hirsch2021,hiresj,hirsch2021
2454295.10285,-2.71357378682,0.8493052,hiresj-howard2016,hiresj,howard2016
2454305.12219,3.94744745621,0.7049253,hiresj-howard2016,hiresj,howard2016
2454305.122633,5.04,0.72,hiresj-hirsch2021,hiresj,hirsch2021
2454305.12299,8.3,1.0,hiresj-butler2017,hiresj,butler2017
2454306.000877,1.54,0.67,hiresj-hirsch2021,hiresj,hirsch2021
2454306.07315,-0.437881476615,0.6523767,hiresj-howard2016,hiresj,howard2016
2454306.07436,7.64,1.01,hiresj-butler2017,hiresj,butler2017
2454307.06332,7.07,0.88,hiresj-butler2017,hiresj,butler2017
2454307.06343,2.32500764903,0.6251556,hiresj-howard2016,hiresj,howard2016
2454307.209288,2.99,0.64,hiresj-hirsch2021,hiresj,hirsch2021
2454308.10664,8.80986274316,0.8911982,hiresj-howard2016,hiresj,howard2016
2454308.106644,9.1,0.92,hiresj-hirsch2021,hiresj,hirsch2021
2454309.017378,8.23,0.67,hiresj-hirsch2021,hiresj,hirsch2021
2454309.08978,8.59,0.98,hiresj-butler2017,hiresj,butler2017
2454309.09099,6.2377401406,0.6775931,hiresj-howard2016,hiresj,howard2016
2454310.017712,9.02,0.71,hiresj-hirsch2021,hiresj,hirsch2021
2454310.09042,7.41442064176,0.7008067,hiresj-howard2016,hiresj,howard2016
2454310.0913,8.73,1.05,hiresj-butler2017,hiresj,butler2017
2454310.996318,11.36,0.63,hiresj-hirsch2021,hiresj,hirsch2021
2454311.06862,9.37551485838,0.6089678,hiresj-howard2016,hiresj,howard2016
2454311.06991,14.79,0.99,hiresj-butler2017,hiresj,butler2017
2454311.992144,12.82,0.64,hiresj-hirsch2021,hiresj,hirsch2021
2454312.06486,11.1989102643,0.6521474,hiresj-howard2016,hiresj,howard2016
2454312.06567,13.81,0.95,hiresj-butler2017,hiresj,butler2017
2454312.922109,10.61,0.71,hiresj-hirsch2021,hiresj,hirsch2021
2454313.05712,14.4,0.89,hiresj-butler2017,hiresj,butler2017
2454313.06781,8.85879605777,0.6711746,hiresj-howard2016,hiresj,howard2016
2454313.07906,12.52,1.05,hiresj-butler2017,hiresj,butler2017
2454313.979101,12.33,0.67,hiresj-hirsch2021,hiresj,hirsch2021
2454314.05181,16.07,0.92,hiresj-butler2017,hiresj,butler2017
2454314.05266,10.9667701932,0.6380336,hiresj-howard2016,hiresj,howard2016
2454315.08962,10.0453794365,0.5774428,hiresj-howard2016,hiresj,howard2016
2454315.162793,11.52,0.6,hiresj-hirsch2021,hiresj,hirsch2021
2454336.09127,1.12,1.07,hiresj-butler2017,hiresj,butler2017
2454336.09166,1.22907441292,0.720775,hiresj-howard2016,hiresj,howard2016
2454336.164784,2.47,0.72,hiresj-hirsch2021,hiresj,hirsch2021
2454339.048796,5.77,0.94,hiresj-hirsch2021,hiresj,hirsch2021
2454344.043808,-5.17,1.02,hiresj-hirsch2021,hiresj,hirsch2021
2454344.04381,-6.99118315917,1.077503,hiresj-howard2016,hiresj,howard2016
2454345.7661,4.9,4.6,hjst3-johnson2016hj,hjst3,johnson2016hj
2454345.77069,5.8,4.7,hjst3-johnson2016hj,hjst3,johnson2016hj
2454345.77528,15.2,4.8,hjst3-johnson2016hj,hjst3,johnson2016hj
2454346.77439,6.6,5.4,hjst3-johnson2016hj,hjst3,johnson2016hj
2454346.7784,-0.5,5.4,hjst3-johnson2016hj,hjst3,johnson2016hj
