time,mnvel,errvel,inst,tel,source
2452033.3636,37.739130434783874,14.0,elodie-boisse2012e,elodie,boisse2012e
2452038.3804,6.739130434783874,10.0,elodie-boisse2012e,elodie,boisse2012e
2452098.916539,37.1,1.5,hiresk-wright2007,hiresk,wright2007
2452098.916539,15.85,1.56,k-hirsch2021,hiresk,hirsch2021
2452098.91654,6.31,1.49,hiresk-butler2017,hiresk,butler2017
2452128.79781,13.4,1.6,hiresk-wright2008,hiresk,wright2008
2452128.797813,13.38,1.62,k-hirsch2021,hiresk,hirsch2021
2452128.797813,7.54,1.618454,hiresk-callegacy,hiresk,callegacy
2452248.7171,99.73913043478387,25.0,elodie-boisse2012e,elodie,boisse2012e
2452248.7282,73.73913043478387,15.0,elodie-boisse2012e,elodie,boisse2012e
2452252.6872,38.739130434783874,16.0,elodie-boisse2012e,elodie,boisse2012e
2452252.7043,44.739130434783874,11.0,elodie-boisse2012e,elodie,boisse2012e
2452333.173299,38.1,1.6,hiresk-wright2007,hiresk,wright2007
2452333.173299,16.78,1.68,k-hirsch2021,hiresk,hirsch2021
2452333.1733,6.13,1.69,hiresk-butler2017,hiresk,butler2017
2452356.4434,20.739130434783874,19.0,elodie-boisse2012e,elodie,boisse2012e
2452356.4568,68.73913043478387,18.0,elodie-boisse2012e,elodie,boisse2012e
2452358.4376,52.739130434783874,11.0,elodie-boisse2012e,elodie,boisse2012e
2452388.4139,5.739130434783874,10.0,elodie-boisse2012e,elodie,boisse2012e
2452487.86019,14.2,1.5,hiresk-wright2008,hiresk,wright2008
2452487.860197,14.22,1.5,k-hirsch2021,hiresk,hirsch2021
2452487.860197,8.38,1.497318,hiresk-callegacy,hiresk,callegacy
2452487.8602,3.45,1.5,hiresk-butler2017,hiresk,butler2017
2452649.6898,-20.260869565216126,15.0,elodie-boisse2012e,elodie,boisse2012e
2452677.5547,3.739130434783874,11.0,elodie-boisse2012e,elodie,boisse2012e
2452719.4388,-14.260869565216126,8.0,elodie-boisse2012e,elodie,boisse2012e
2452776.98546,8.6,1.7,hiresk-wright2008,hiresk,wright2008
2452776.985463,29.9,1.6,hiresk-wright2007,hiresk,wright2007
2452776.985463,8.62,1.69,k-hirsch2021,hiresk,hirsch2021
2452806.95185,-1.8,1.6,hiresk-wright2008,hiresk,wright2008
2452806.951852,-7.6,1.578297,hiresk-callegacy,hiresk,callegacy
2452806.951852,-1.76,1.58,k-hirsch2021,hiresk,hirsch2021
2452833.80103,6.0,1.4,hiresk-wright2008,hiresk,wright2008
2452833.80103,6.06,1.45,k-hirsch2021,hiresk,hirsch2021
2452833.80103,27.3,1.4,hiresk-wright2007,hiresk,wright2007
2452848.77203,4.0,1.5,hiresk-wright2008,hiresk,wright2008
2452848.772037,3.97,1.49,k-hirsch2021,hiresk,hirsch2021
2452848.772037,-1.87,1.491862,hiresk-callegacy,hiresk,callegacy
2452897.77656,-4.87,1.53,hiresk-butler2017,hiresk,butler2017
2452897.776562,-0.64,1.554716,hiresk-callegacy,hiresk,callegacy
2452897.776562,5.2,1.55,k-hirsch2021,hiresk,hirsch2021
2452897.776562,26.5,1.5,hiresk-wright2007,hiresk,wright2007
2452996.5868,-4.260869565216126,15.0,elodie-boisse2012e,elodie,boisse2012e
2453072.04692,-11.72,1.52,hiresk-butler2017,hiresk,butler2017
2453072.046921,18.9,1.6,hiresk-wright2007,hiresk,wright2007
2453072.046921,-2.36,1.57,k-hirsch2021,hiresk,hirsch2021
2453072.046921,-8.2,1.565981,hiresk-callegacy,hiresk,callegacy
2453074.07776,-0.1,1.6,hiresk-wright2008,hiresk,wright2008
2453074.077766,-0.06,1.59,k-hirsch2021,hiresk,hirsch2021
2453074.077766,21.2,1.4,hiresk-wright2007,hiresk,wright2007
2453077.12809,-0.83,1.49,k-hirsch2021,hiresk,hirsch2021
2453077.12809,20.5,1.4,hiresk-wright2007,hiresk,wright2007
2453153.94317,-16.5,1.59,hiresk-butler2017,hiresk,butler2017
2453153.943171,-6.09,1.67,k-hirsch2021,hiresk,hirsch2021
2453153.943171,15.2,1.6,hiresk-wright2007,hiresk,wright2007
2453179.99245,-11.15,1.54,hiresk-butler2017,hiresk,butler2017
2453179.992454,20.6,1.5,hiresk-wright2007,hiresk,wright2007
2453179.992454,-0.72,1.58,k-hirsch2021,hiresk,hirsch2021
2453195.81919,-3.75,1.47,k-hirsch2021,hiresk,hirsch2021
2453195.81919,-9.59,1.467451,hiresk-callegacy,hiresk,callegacy
2453195.81919,17.5,1.4,hiresk-wright2007,hiresk,wright2007
2453428.16103,-15.05,1.109031,hiresj-callegacy,hiresj,callegacy
2453428.162502,10.09,0.78,hiresj-wright2007,hiresj,wright2007
2453428.162604,-15.42,1.107646,hiresj-callegacy,hiresj,callegacy
2453428.164201,-17.97,1.157723,hiresj-callegacy,hiresj,callegacy
2453428.308797,-16.25,0.65,hiresj-hirsch2021,hiresj,hirsch2021
2453547.913056,-17.81,1.06536,hiresj-callegacy,hiresj,callegacy
2453547.91395,-8.12,0.81,hiresj-wright2008,hiresj,wright2008
2453547.914433,11.44,0.8,hiresj-wright2007,hiresj,wright2007
2453547.915775,-20.93,1.04953,hiresj-callegacy,hiresj,callegacy
2453548.06068,-19.82,0.59,hiresj-hirsch2021,hiresj,hirsch2021
2453604.684145,-21.71,0.58,hiresj-hirsch2021,hiresj,hirsch2021
2453604.829097,-20.33,0.979581,hiresj-callegacy,hiresj,callegacy
2453604.83043,-12.9,0.76,hiresj-wright2008,hiresj,wright2008
2453604.831898,-18.69,1.060661,hiresj-callegacy,hiresj,callegacy
2453726.6315,18.739130434783874,13.0,elodie-boisse2012e,elodie,boisse2012e
2453750.7266,10.739130434783874,16.0,elodie-boisse2012e,elodie,boisse2012e
2453756.5787,-14.260869565216126,14.0,elodie-boisse2012e,elodie,boisse2012e
2453777.155347,-22.87,1.12,hiresj-hirsch2021,hiresj,hirsch2021
2453807.077257,-24.1,1.16,hiresj-hirsch2021,hiresj,hirsch2021
2453807.077257,-24.38,1.201806,hiresj-callegacy,hiresj,callegacy
2453842.3668,16.739130434783874,13.0,elodie-boisse2012e,elodie,boisse2012e
2453931.95487,-19.99,0.66,hiresj-wright2008,hiresj,wright2008
2453931.955714,1.33,0.72,hiresj-wright2007,hiresj,wright2007
2453931.957141,-20.29,1.070442,hiresj-callegacy,hiresj,callegacy
2453932.028738,-20.52,0.61,hiresj-hirsch2021,hiresj,hirsch2021
2453932.84085,-24.79,0.57,hiresj-hirsch2021,hiresj,hirsch2021
2453932.91301,-19.21,0.65,hiresj-wright2008,hiresj,wright2008
2453932.91515,-23.46,0.994182,hiresj-callegacy,hiresj,callegacy
2454097.67291,20.79090909090519,4.3,sophie-boisse2012s,sophie,boisse2012s
2454097.6802,19.990909090909554,4.3,sophie-boisse2012s,sophie,boisse2012s
2454248.027049,-20.39,1.17,hiresj-hirsch2021,hiresj,hirsch2021
2454248.99488,-20.08,1.39,hiresj-butler2017,hiresj,butler2017
2454248.994884,-18.23,1.269286,hiresj-callegacy,hiresj,callegacy
2454249.949375,-21.71,1.223123,hiresj-callegacy,hiresj,callegacy
2454251.890572,-21.22,0.82,hiresj-hirsch2021,hiresj,hirsch2021
2454252.036377,-21.56,1.162076,hiresj-callegacy,hiresj,callegacy
2454252.03683,-10.0,1.1,hiresj-wright2008,hiresj,wright2008
2454255.859727,-20.17,0.83,hiresj-hirsch2021,hiresj,hirsch2021
2454255.93248,-11.4,1.1,hiresj-wright2008,hiresj,wright2008
2454277.86162,-13.71,1.041162,hiresj-callegacy,hiresj,callegacy
2454278.905197,-13.62,1.133644,hiresj-callegacy,hiresj,callegacy
2454279.94294,-11.04,1.074694,hiresj-callegacy,hiresj,callegacy
2454285.903958,-14.59,1.07,hiresj-hirsch2021,hiresj,hirsch2021
2454294.890787,-18.96,1.14,hiresj-hirsch2021,hiresj,hirsch2021
2454304.804063,-17.44,0.81,hiresj-hirsch2021,hiresj,hirsch2021
2454304.87636,-11.6,0.88,hiresj-wright2008,hiresj,wright2008
2454304.877755,-17.69,1.142723,hiresj-callegacy,hiresj,callegacy
2454305.881366,-19.19,0.999558,hiresj-callegacy,hiresj,callegacy
2454305.881825,-16.74,0.73,hiresj-hirsch2021,hiresj,hirsch2021
2454305.882373,-14.58,1.073273,hiresj-callegacy,hiresj,callegacy
2454306.875845,-16.09,1.031351,hiresj-callegacy,hiresj,callegacy
2454306.876323,-14.4,0.76,hiresj-hirsch2021,hiresj,hirsch2021
2454306.87718,-10.01,0.88,hiresj-wright2008,hiresj,wright2008
2454307.853367,-16.04,0.76,hiresj-hirsch2021,hiresj,hirsch2021
2454307.925787,-18.15,1.093033,hiresj-callegacy,hiresj,callegacy
2454307.92613,-12.78,0.9,hiresj-wright2008,hiresj,wright2008
2454307.927222,-15.41,1.123884,hiresj-callegacy,hiresj,callegacy
2454308.903889,-12.82,1.040026,hiresj-callegacy,hiresj,callegacy
2454308.904486,-14.57,0.7,hiresj-hirsch2021,hiresj,hirsch2021
2454309.884549,-11.76,0.995489,hiresj-callegacy,hiresj,callegacy
2454309.885235,-13.74,0.71,hiresj-hirsch2021,hiresj,hirsch2021
2454310.878056,-13.69,0.952203,hiresj-callegacy,hiresj,callegacy
2454310.878528,-12.76,0.69,hiresj-hirsch2021,hiresj,hirsch2021
2454310.87912,-12.88,1.007248,hiresj-callegacy,hiresj,callegacy
2454311.86895,-7.44,0.8,hiresj-wright2008,hiresj,wright2008
2454311.87037,-13.32,0.986833,hiresj-callegacy,hiresj,callegacy
2454311.943013,-11.66,0.7,hiresj-hirsch2021,hiresj,hirsch2021
2454312.863218,-11.7,1.032217,hiresj-callegacy,hiresj,callegacy
2454312.86434,-13.64,1.081741,hiresj-callegacy,hiresj,callegacy
2454312.86461,-5.47,0.8,hiresj-wright2008,hiresj,wright2008
2454312.936875,-12.21,0.73,hiresj-hirsch2021,hiresj,hirsch2021
2454313.79292,-15.21,0.74,hiresj-hirsch2021,hiresj,hirsch2021
2454313.86559,-18.85,0.968595,hiresj-callegacy,hiresj,callegacy
2454313.86609,-7.74,0.92,hiresj-wright2008,hiresj,wright2008
2454314.897766,-13.53,1.022198,hiresj-callegacy,hiresj,callegacy
2454314.898269,-12.22,0.74,hiresj-hirsch2021,hiresj,hirsch2021
2454318.785034,-15.06,0.63,hiresj-hirsch2021,hiresj,hirsch2021
2454318.929676,-16.34,0.917441,hiresj-callegacy,hiresj,callegacy
2454318.93217,-8.37,0.78,hiresj-wright2008,hiresj,wright2008
2454318.932674,-14.07,0.914778,hiresj-callegacy,hiresj,callegacy
2454335.670404,-16.45,0.76,hiresj-hirsch2021,hiresj,hirsch2021
2454335.816157,-16.66,1.040423,hiresj-callegacy,hiresj,callegacy
2454335.81712,-8.71,0.91,hiresj-wright2008,hiresj,wright2008
2454335.817234,-16.69,1.089804,hiresj-callegacy,hiresj,callegacy
2454546.099317,-8.64,1.11,hiresj-hirsch2021,hiresj,hirsch2021
2454547.120174,-8.99,1.16,hiresj-hirsch2021,hiresj,hirsch2021
2454602.901667,-3.25,1.32,hiresj-hirsch2021,hiresj,hirsch2021
2454603.965706,-8.17,1.44557,hiresj-callegacy,hiresj,callegacy
2454634.019676,-6.16,1.11,hiresj-hirsch2021,hiresj,hirsch2021
2454636.953877,-9.27,1.26,hiresj-hirsch2021,hiresj,hirsch2021
2454667.920961,-6.84,1.077011,hiresj-callegacy,hiresj,callegacy
2454673.908935,-5.55,1.077609,hiresj-callegacy,hiresj,callegacy
2454674.881076,-4.51,1.519802,hiresj-callegacy,hiresj,callegacy
2454674.881473,-1.76,1.0,hiresj-hirsch2021,hiresj,hirsch2021
2454674.881794,-0.43,1.368487,hiresj-callegacy,hiresj,callegacy
2454701.946698,-4.53,1.087416,hiresj-callegacy,hiresj,callegacy
2454702.856539,-1.95,1.075086,hiresj-callegacy,hiresj,callegacy
2454703.88876,-4.56,1.092444,hiresj-callegacy,hiresj,callegacy
2454704.852754,-5.51,1.021836,hiresj-callegacy,hiresj,callegacy
2454724.837269,-2.48,1.170928,hiresj-callegacy,hiresj,callegacy
2454889.51926,22.39090909090737,4.3,sophie-boisse2012s,sophie,boisse2012s
2454904.50409,22.69090909091028,4.5,sophie-boisse2012s,sophie,boisse2012s
2454927.049209,6.79,1.32,hiresj-hirsch2021,hiresj,hirsch2021
2454928.09907,1.32,1.61,hiresj-butler2017,hiresj,butler2017
2454928.100532,4.56,1.41,hiresj-hirsch2021,hiresj,hirsch2021
2454929.98766,-2.32,1.59,hiresj-butler2017,hiresj,butler2017
2454929.989167,1.87,1.370105,hiresj-callegacy,hiresj,callegacy
2454934.98567,-0.49,3.45,hiresj-butler2017,hiresj,butler2017
2454934.987294,-0.44,2.709332,hiresj-callegacy,hiresj,callegacy
2454934.99244,-14.42,4.17,hiresj-butler2017,hiresj,butler2017
2454934.994065,-6.59,2.9404,hiresj-callegacy,hiresj,callegacy
2454935.00017,2.48,1.94,hiresj-butler2017,hiresj,butler2017
2454935.001796,0.84,1.599977,hiresj-callegacy,hiresj,callegacy
2454935.143679,0.47,1.28,hiresj-hirsch2021,hiresj,hirsch2021
2454955.93296,3.66,1.74,hiresj-butler2017,hiresj,butler2017
2454955.93494,6.98,1.44,hiresj-hirsch2021,hiresj,hirsch2021
2454964.04926,8.5,1.72,hiresj-butler2017,hiresj,butler2017
2454964.051308,3.1,1.29,hiresj-hirsch2021,hiresj,hirsch2021
2454968.03476,-4.53,1.81,hiresj-butler2017,hiresj,butler2017
2454968.036827,2.6,1.478602,hiresj-callegacy,hiresj,callegacy
2454984.96111,3.25,1.84,hiresj-butler2017,hiresj,butler2017
2454984.963166,6.75,1.256124,hiresj-callegacy,hiresj,callegacy
2454986.986799,0.15,1.27,hiresj-hirsch2021,hiresj,hirsch2021
2455015.85954,2.74,1.45,hiresj-butler2017,hiresj,butler2017
2455015.861148,9.32,1.17,hiresj-hirsch2021,hiresj,hirsch2021
2455021.99789,1.91,1.3,hiresj-butler2017,hiresj,butler2017
2455021.99936,7.87,1.11,hiresj-hirsch2021,hiresj,hirsch2021
2455022.87574,1.97,1.34,hiresj-butler2017,hiresj,butler2017
2455022.877185,6.89,1.1,hiresj-hirsch2021,hiresj,hirsch2021
2455023.80721,5.76,1.4,hiresj-butler2017,hiresj,butler2017
2455023.808631,10.66,1.03,hiresj-hirsch2021,hiresj,hirsch2021
2455024.83309,9.07,1.39,hiresj-butler2017,hiresj,butler2017
2455024.834484,9.84,1.04,hiresj-hirsch2021,hiresj,hirsch2021
2455042.788394,7.3,1.31,hiresj-hirsch2021,hiresj,hirsch2021
2455049.934851,10.32,1.016226,hiresj-callegacy,hiresj,callegacy
2455050.926044,9.38,1.009643,hiresj-callegacy,hiresj,callegacy
2455051.96329,8.26,1.16,hiresj-hirsch2021,hiresj,hirsch2021
2455052.975096,6.88,1.131168,hiresj-callegacy,hiresj,callegacy
2455053.83349,9.23,1.43,hiresj-butler2017,hiresj,butler2017
2455135.690297,12.78,1.209587,hiresj-callegacy,hiresj,callegacy
2455135.69216,11.09,1.54,hiresj-butler2017,hiresj,butler2017
2455143.702507,14.45,1.15,hiresj-hirsch2021,hiresj,hirsch2021
2455143.70447,12.39,1.62,hiresj-butler2017,hiresj,butler2017
2455229.146902,11.91,1.17,hiresj-hirsch2021,hiresj,hirsch2021
2455238.50655,-4.509090909090446,4.5,sophie-boisse2012s,sophie,boisse2012s
2455257.173736,15.98,1.2,hiresj-hirsch2021,hiresj,hirsch2021
2455259.023767,13.65,1.260639,hiresj-callegacy,hiresj,callegacy
2455259.02526,15.51,1.12191,hiresj-callegacy,hiresj,callegacy
2455259.097784,15.46,0.84,hiresj-hirsch2021,hiresj,hirsch2021
2455260.151306,17.34,1.054728,hiresj-callegacy,hiresj,callegacy
2455267.54064,-11.709090909091174,4.6,sophie-boisse2012s,sophie,boisse2012s
2455284.99419,9.16,1.49,hiresj-butler2017,hiresj,butler2017
2455284.995421,9.6,1.20028,hiresj-callegacy,hiresj,callegacy
2455313.740449,19.02,0.74,hiresj-hirsch2021,hiresj,hirsch2021
2455313.885908,20.63,1.259461,hiresj-callegacy,hiresj,callegacy
2455313.88769,20.49,1.27709,hiresj-callegacy,hiresj,callegacy
2455320.95944,14.49,1.56,hiresj-butler2017,hiresj,butler2017
2455320.961419,18.54,1.340865,hiresj-callegacy,hiresj,callegacy
2455320.962414,14.67,1.409772,hiresj-callegacy,hiresj,callegacy
2455320.96356,13.74,1.336992,hiresj-callegacy,hiresj,callegacy
2455321.18199,14.72,0.79,hiresj-hirsch2021,hiresj,hirsch2021
2455339.9134,6.5,1.52,hiresj-butler2017,hiresj,butler2017
2455339.915487,14.4,1.24,hiresj-hirsch2021,hiresj,hirsch2021
2455341.08763,8.42,1.49,hiresj-butler2017,hiresj,butler2017
2455341.089711,14.6,1.238486,hiresj-callegacy,hiresj,callegacy
2455351.058863,12.87,0.91,hiresj-hirsch2021,hiresj,hirsch2021
2455351.12949,4.31,1.42,hiresj-butler2017,hiresj,butler2017
2455351.13053,16.5,1.55,hiresj-butler2017,hiresj,butler2017
2455351.13154,9.53,1.312416,hiresj-callegacy,hiresj,callegacy
2455351.132582,16.64,1.28888,hiresj-callegacy,hiresj,callegacy
2455370.84644,14.26,1.59,hiresj-butler2017,hiresj,butler2017
2455370.848249,18.14,1.181362,hiresj-callegacy,hiresj,callegacy
2455370.849939,17.89,1.074981,hiresj-callegacy,hiresj,callegacy
2455370.922344,18.13,0.8,hiresj-hirsch2021,hiresj,hirsch2021
2455372.05035,17.05,1.37,hiresj-butler2017,hiresj,butler2017
2455372.05214,17.74,1.187973,hiresj-callegacy,hiresj,callegacy
2455372.053483,18.34,0.62,hiresj-hirsch2021,hiresj,hirsch2021
2455372.054675,18.14,1.067064,hiresj-callegacy,hiresj,callegacy
2455372.84667,16.08,1.52,hiresj-butler2017,hiresj,butler2017
2455372.848445,15.79,1.2,hiresj-hirsch2021,hiresj,hirsch2021
2455399.95765,1.89,1.49,hiresj-butler2017,hiresj,butler2017
2455399.958769,9.7,1.060552,hiresj-callegacy,hiresj,callegacy
2455407.931914,9.59,0.58,hiresj-hirsch2021,hiresj,hirsch2021
2455408.003557,10.21,0.989004,hiresj-callegacy,hiresj,callegacy
2455408.00512,11.81,0.986606,hiresj-callegacy,hiresj,callegacy
2455408.006624,8.78,1.01588,hiresj-callegacy,hiresj,callegacy
2455408.940229,7.84,0.988058,hiresj-callegacy,hiresj,callegacy
2455408.941722,9.47,1.044445,hiresj-callegacy,hiresj,callegacy
2455408.943099,9.75,1.064536,hiresj-callegacy,hiresj,callegacy
2455409.161184,8.89,0.59,hiresj-hirsch2021,hiresj,hirsch2021
2455409.984674,10.26,1.011261,hiresj-callegacy,hiresj,callegacy
2455409.986131,12.06,0.59,hiresj-hirsch2021,hiresj,hirsch2021
2455409.98751,12.24,0.972022,hiresj-callegacy,hiresj,callegacy
2455427.734456,11.11,1.21,hiresj-hirsch2021,hiresj,hirsch2021
2455464.703524,20.65,1.11,hiresj-hirsch2021,hiresj,hirsch2021
2455464.70456,12.55,1.41,hiresj-butler2017,hiresj,butler2017
2455500.694838,9.14,1.149642,hiresj-callegacy,hiresj,callegacy
2455500.6967,9.47,1.47,hiresj-butler2017,hiresj,butler2017
2455518.711784,15.43,1.355475,hiresj-callegacy,hiresj,callegacy
2455518.713197,17.24,0.76,hiresj-hirsch2021,hiresj,hirsch2021
2455518.714701,20.32,1.317066,hiresj-callegacy,hiresj,callegacy
2455518.71673,19.88,1.42,hiresj-butler2017,hiresj,butler2017
2455525.68715,-14.009090909090446,4.3,sophie-boisse2012s,sophie,boisse2012s
2455526.70981,-13.509090909090446,4.4,sophie-boisse2012s,sophie,boisse2012s
2455527.67595,-14.509090909094084,4.2,sophie-boisse2012s,sophie,boisse2012s
2455585.182827,9.09,1.19,hiresj-hirsch2021,hiresj,hirsch2021
2455586.56773,-19.9090909090919,4.3,sophie-boisse2012s,sophie,boisse2012s
2455608.175728,17.14,1.182504,hiresj-callegacy,hiresj,callegacy
2455609.151584,15.19,1.141027,hiresj-callegacy,hiresj,callegacy
2455609.153147,17.84,1.157442,hiresj-callegacy,hiresj,callegacy
2455609.154918,14.88,1.185886,hiresj-callegacy,hiresj,callegacy
2455609.299547,15.68,0.7,hiresj-hirsch2021,hiresj,hirsch2021
2455613.174483,9.7,1.29,hiresj-hirsch2021,hiresj,hirsch2021
2455615.48424,-7.709090909091174,4.4,sophie-boisse2012s,sophie,boisse2012s
2455636.15535,9.41,1.47,hiresj-butler2017,hiresj,butler2017
2455637.079192,12.01,1.239442,hiresj-callegacy,hiresj,callegacy
2455637.080335,9.6,0.7,hiresj-hirsch2021,hiresj,hirsch2021
2455637.081357,8.37,1.138661,hiresj-callegacy,hiresj,callegacy
2455638.047916,11.55,1.179376,hiresj-callegacy,hiresj,callegacy
2455638.049363,11.11,1.048554,hiresj-callegacy,hiresj,callegacy
2455638.050682,8.47,1.040529,hiresj-callegacy,hiresj,callegacy
2455638.195711,10.41,0.64,hiresj-hirsch2021,hiresj,hirsch2021
2455639.059332,6.85,0.64,hiresj-hirsch2021,hiresj,hirsch2021
2455639.130312,6.79,1.108151,hiresj-callegacy,hiresj,callegacy
2455639.132488,8.33,1.121639,hiresj-callegacy,hiresj,callegacy
2455639.134687,9.41,1.145421,hiresj-callegacy,hiresj,callegacy
2455664.868291,6.25,0.7,hiresj-hirsch2021,hiresj,hirsch2021
2455665.01177,3.42,1.6,hiresj-butler2017,hiresj,butler2017
2455665.013382,4.27,1.346444,hiresj-callegacy,hiresj,callegacy
2455665.014517,8.49,1.325445,hiresj-callegacy,hiresj,callegacy
2455665.015651,4.24,1.151164,hiresj-callegacy,hiresj,callegacy
2455670.09448,8.54,1.35,hiresj-butler2017,hiresj,butler2017
2455670.096199,7.12,1.26354,hiresj-callegacy,hiresj,callegacy
2455670.097333,4.39,1.162249,hiresj-callegacy,hiresj,callegacy
2455670.098456,8.68,1.174919,hiresj-callegacy,hiresj,callegacy
2455670.170549,7.28,0.7,hiresj-hirsch2021,hiresj,hirsch2021
2455673.801575,9.86,0.73,hiresj-hirsch2021,hiresj,hirsch2021
2455673.94528,12.48,1.49,hiresj-butler2017,hiresj,butler2017
2455673.947071,7.75,1.278874,hiresj-callegacy,hiresj,callegacy
2455673.947997,9.57,1.246967,hiresj-callegacy,hiresj,callegacy
2455701.042576,7.98,1.282252,hiresj-callegacy,hiresj,callegacy
2455701.044358,9.73,1.242742,hiresj-callegacy,hiresj,callegacy
2455701.116678,8.64,0.75,hiresj-hirsch2021,hiresj,hirsch2021
2455721.02652,6.13,1.58,hiresj-butler2017,hiresj,butler2017
2455721.02853,5.6,1.155593,hiresj-callegacy,hiresj,callegacy
2455721.030821,6.21,1.115045,hiresj-callegacy,hiresj,callegacy
2455721.102909,5.44,0.78,hiresj-hirsch2021,hiresj,hirsch2021
2455722.06159,8.64,1.74,hiresj-butler2017,hiresj,butler2017
2455722.06359,9.3,1.390062,hiresj-callegacy,hiresj,callegacy
