# target ra dec BJD RV_mlc_nzp e_RV_mlc_nzp RV_drs_nzp e_RV_drs_nzp RV_mlc e_RV_mlc RV_drs e_RV_drs RV_mlc_j e_RV_mlc_j CRX e_CRX dLW e_dLW Halpha e_Halpha NaD1 e_NaD1 NaD2 e_NaD2 f_RV FWHM_DRS CONTRAST_DRS BIS RVGUESS SNR_DRS BJD_DRS BERV BERV_DRS DRIFT e_DRIFT SA NZP_mlc dNZP_mlc NZP_drs dNZP_drs TMMEAN EXPTIME MLCRX E_MLCRX TIMEID DRIFT_LAMP MASK PROGID PROGPI AIRMASS OBHAB THAR_FP DPR_TYPE RHKp dRHKp sourceflag vsinflag metflag
# From HARPS RV bank
HD134987 228.3691115 -25.310035 2453162.47335 40.592057 1.078364 5209.064019 1.140661 82.213431 0.655118 5210.112155 0.581728 82.26224 0.655513 2.186066 5.586441 -16.220039 1.639902 0.430782 0.00061 0.289608 0.000806 0.391174 0.001047 0 7.423174 51.261571 -0.020406 5.12 119.0 2453162.47334 -10.767055 -10.766649 0.687 -9999999 0.030479 0.062933 0.856556 1.017657 0.981173 0.5 100.001 2.186039 5.539585 2004-06-05T23:13:04.640 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 5.15540983108768e-06 7.37710705363583e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4748401 40.820185 1.075637 5209.682275 1.139079 82.441091 0.650621 5210.727611 0.578621 82.446751 0.651224 2.098885 4.729831 -16.629499 1.830419 0.430356 0.000613 0.289406 0.000805 0.387637 0.001041 0 7.423517 51.278463 -0.022568 5.12 119.1 2453162.47484 -10.769673 -10.769267 0.394 -9999999 0.03048 0.062465 0.856555 1.014856 0.981172 0.48 99.9961 2.098222 4.675671 2004-06-05T23:15:15.392 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 5.61992951074657e-06 7.5035114718273e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4763792 40.178 1.036179 5208.024331 1.110205 81.798422 0.583079 5209.066774 0.51948 81.889244 0.583861 10.891774 5.193152 -18.550603 1.530865 0.430185 0.000555 0.289494 0.000727 0.393048 0.000948 0 7.420375 51.288531 -0.021497 5.12 131.9 2453162.47637 -10.772406 -10.771994 0.402 -9999999 0.03048 0.061981 0.856555 1.011963 0.981171 0.5 100.002 10.907138 5.143858 2004-06-05T23:17:26.373 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 6.05859177516643e-06 6.17022069226454e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4779061 37.53933 1.047252 5206.33604 1.117753 79.159273 0.602539 5207.375614 0.535423 79.186103 0.603066 2.939977 4.424137 -22.369085 1.938897 0.428841 0.000567 0.288407 0.000744 0.38992 0.000968 0 7.41969 51.303347 -0.017851 5.12 128.4 2453162.4779 -10.775145 -10.774745 0.529 -9999999 0.03048 0.061502 0.856554 1.009094 0.98117 0.51 100.0012 2.942332 4.35543 2004-06-05T23:19:37.304 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 4.05270214571356e-06 7.01346681662045e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4794223 40.81215 1.03171 5208.728811 1.10664 82.431616 0.575103 5209.765536 0.511821 82.427052 0.57577 15.131521 5.268555 -20.514981 1.670992 0.429458 0.000546 0.287404 0.000712 0.390143 0.000929 0 7.418755 51.303461 -0.019681 5.12 133.9 2453162.47942 -10.777891 -10.777486 0.692 -9999999 0.030481 0.061026 0.856553 1.006244 0.981169 0.51 100.0002 15.148223 5.224213 2004-06-05T23:21:48.306 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 5.86268806839411e-06 6.56493738647403e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4809299 40.530626 1.047283 5209.135728 1.117788 82.149619 0.602595 5210.169619 0.5355 82.218127 0.603377 7.823768 5.445337 -19.470754 1.746656 0.429435 0.000566 0.288612 0.000743 0.388766 0.000965 0 7.423186 51.284394 -0.021483 5.12 128.6 2453162.48092 -10.780649 -10.780233 0.571 -9999999 0.030481 0.060552 0.856552 1.00341 0.981168 0.49 100.0019 7.841244 5.400635 2004-06-05T23:24:00.567 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 4.51448925398759e-06 6.37648665481417e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4824574 37.390818 1.045964 5205.268308 1.116407 79.009331 0.600301 5206.299329 0.532612 79.075251 0.600887 3.828605 4.94577 -19.101149 1.678687 0.429885 0.000564 0.288306 0.000739 0.38902 0.000961 0 7.422148 51.287549 -0.020492 5.12 129.2 2453162.48245 -10.783471 -10.783065 0.479 -9999999 0.030482 0.060072 0.856551 1.000539 0.981167 0.5 100.0013 3.843158 4.881268 2004-06-05T23:26:11.548 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 5.12732853176426e-06 7.84444374863841e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4839823 38.954379 1.033933 5207.823992 1.108794 80.572413 0.579084 5208.852147 0.516466 80.597281 0.579812 4.853529 4.147314 -20.487657 1.810724 0.430074 0.000556 0.288554 0.000724 0.389554 0.00094 0 7.423243 51.289568 -0.019188 5.12 132.2 2453162.48398 -10.786315 -10.785908 0.376 -9999999 0.030482 0.059593 0.85655 0.997673 0.981166 0.51 99.9961 4.854259 4.075399 2004-06-05T23:28:22.310 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 2.16361944268734e-06 7.34994105628544e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4854866 41.241257 1.046481 5210.619794 1.117158 82.858818 0.601204 5211.645122 0.534188 82.90731 0.60196 0.929319 5.613672 -21.152466 1.792728 0.429673 0.000567 0.288389 0.000743 0.389915 0.000966 0 7.423592 51.295998 -0.019188 5.12 128.6 2453162.48548 -10.789146 -10.788734 0.393 -9999999 0.030482 0.059121 0.856549 0.994846 0.981165 0.5 100.001 0.942626 5.564134 2004-06-05T23:30:33.282 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 3.1412559912791e-06 7.64132163228682e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4870055 37.604818 1.035489 5205.494442 1.110015 79.221902 0.58186 5206.516916 0.519086 79.252899 0.582452 10.264178 4.703128 -24.337409 1.972462 0.42916 0.000557 0.289622 0.000729 0.390129 0.000946 0 7.416045 51.309565 -0.022939 5.12 131.6 2453162.487 -10.792031 -10.791625 0.457 -9999999 0.030483 0.058644 0.856549 0.991991 0.981164 0.5 100.0002 10.268091 4.636514 2004-06-05T23:32:44.522 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 6.33987906434063e-06 5.48647552150727e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4884962 38.284042 1.029866 5206.866939 1.105589 79.900658 0.571795 5207.886611 0.509553 79.892686 0.572586 6.768418 5.704464 -22.425654 1.648913 0.429671 0.000545 0.288427 0.000712 0.390848 0.000928 0 7.417118 51.316839 -0.01863 5.12 134.2 2453162.48849 -10.794888 -10.794481 0.335 -9999999 0.030483 0.058175 0.856548 0.989189 0.981163 0.48 99.9998 6.771849 5.656013 2004-06-05T23:34:55.324 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 5.14039986894904e-06 5.08091495568716e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4900638 41.30557 1.058595 5209.848442 1.127205 82.921694 0.622054 5210.865169 0.554898 83.009743 0.622662 -6.024309 5.164536 -18.684513 1.746694 0.429843 0.000593 0.289185 0.000776 0.391764 0.001009 0 7.423189 51.288384 -0.022789 5.12 123.6 2453162.49005 -10.79792 -10.797496 0.392 -9999999 0.030484 0.057683 0.856547 0.986243 0.981163 0.52 100.0013 -6.008739 5.115552 2004-06-05T23:37:06.765 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 5.90038861638e-06 6.80189828100989e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4915646 38.805933 1.067369 5207.149119 1.133646 80.421585 0.636872 5208.163025 0.567869 80.503097 0.637527 10.391255 5.769974 -16.821465 2.019555 0.429929 0.000602 0.290377 0.000792 0.390183 0.001026 0 7.423072 51.257249 -0.018392 5.12 121.3 2453162.49156 -10.800848 -10.800442 0.563 -9999999 0.030484 0.057211 0.856546 0.983422 0.981162 0.51 99.9961 10.39408 5.72051 2004-06-05T23:39:17.447 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 8.62276666652284e-06 6.14768431146519e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4930821 37.065138 1.046714 5205.924224 1.117564 78.680313 0.601614 5206.935279 0.535044 78.700023 0.602338 -0.207758 5.265067 -19.833874 1.716236 0.429573 0.000569 0.287572 0.000744 0.390938 0.000971 0 7.420108 51.282735 -0.019539 5.12 128.3 2453162.49308 -10.803833 -10.803419 0.507 -9999999 0.030485 0.056735 0.856545 0.98057 0.981161 0.51 99.9965 -0.207064 5.205338 2004-06-05T23:41:28.558 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 7.31336747044105e-06 5.56081307928471e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4945947 41.393487 1.032431 5210.036066 1.108107 83.008187 0.576408 5211.044278 0.515002 83.035772 0.577199 3.398068 5.43816 -22.13949 1.369503 0.430062 0.000552 0.288681 0.000721 0.389673 0.000937 0 7.419266 51.299122 -0.023486 5.12 132.7 2453162.49459 -10.806835 -10.806439 0.571 -9999999 0.030485 0.05626 0.856545 0.977727 0.98116 0.51 100.0017 3.410305 5.393346 2004-06-05T23:43:39.249 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 6.45860151410751e-06 6.0214612460183e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4960812 41.085191 1.047935 5209.837389 1.118858 82.699424 0.603738 5210.842807 0.537746 82.7342 0.604316 5.542654 4.806318 -21.040235 2.099301 0.429621 0.000574 0.289567 0.000753 0.390148 0.000977 0 7.421504 51.284823 -0.02581 5.12 127.4 2453162.49607 -10.809809 -10.809396 0.441 -9999999 0.030485 0.055793 0.856544 0.974933 0.981159 0.49 100.0017 5.558722 4.751057 2004-06-05T23:45:49.691 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 6.39841693227834e-06 6.26506093962392e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4975931 38.511791 1.079401 5207.28283 1.14278 80.125549 0.656841 5208.285408 0.585897 80.199397 0.657377 5.886799 4.874548 -16.134351 1.795067 0.429146 0.000622 0.28813 0.000816 0.390254 0.001062 0 7.420775 51.271062 -0.023455 5.12 117.4 2453162.49759 -10.812858 -10.812447 0.302 -9999999 0.030486 0.055318 0.856543 0.972092 0.981158 0.49 99.9963 5.886133 4.811423 2004-06-05T23:48:00.323 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 5.2038923473138e-06 6.60839981867553e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.4991223 38.009847 1.065678 5206.76449 1.13183 79.623125 0.634039 5207.764194 0.564242 79.664343 0.634572 -2.837309 5.671754 -17.77736 1.825558 0.42948 0.000596 0.28925 0.000785 0.391428 0.001021 0 7.425531 51.276314 -0.023089 5.12 122.0 2453162.49912 -10.815967 -10.815565 0.422 -9999999 0.030486 0.054837 0.856542 0.969218 0.981157 0.5 100.0004 -2.823249 5.62128 2004-06-05T23:50:11.454 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 4.8037831684644e-06 6.20758629512997e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.5006405 40.630947 1.052653 5208.694399 1.121907 82.243748 0.611894 5209.69125 0.544065 82.264148 0.612396 7.021522 5.055142 -20.15416 2.076293 0.429185 0.000584 0.290477 0.000764 0.391756 0.000992 0 7.419855 51.290839 -0.023182 5.12 125.7 2453162.50063 -10.819078 -10.818665 0.271 -9999999 0.030487 0.054361 0.856541 0.966364 0.981157 0.5 100.0006 7.027915 5.002574 2004-06-05T23:52:22.625 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 8.50493936008681e-06 6.19053673389833e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.5021647 40.149778 1.05898 5207.469912 1.127386 81.7621 0.622718 5208.463898 0.555277 81.779453 0.623421 0.824878 5.381209 -20.297782 1.470029 0.428727 0.000588 0.287987 0.000772 0.390713 0.001005 0 7.420311 51.284261 -0.019925 5.12 123.8 2453162.50216 -10.822225 -10.821814 0.351 -9999999 0.030487 0.053882 0.856541 0.963499 0.981156 0.51 100.0002 0.830349 5.327252 2004-06-05T23:54:33.326 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 5.4412217945966e-06 7.75214721481576e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.5036818 40.623615 1.058867 5208.648413 1.128145 82.235461 0.622526 5209.639548 0.556817 82.352574 0.623182 2.043513 5.131957 -16.412774 1.874321 0.429922 0.000591 0.28821 0.000774 0.389847 0.001007 0 7.423924 51.26501 -0.02351 5.12 123.5 2453162.50368 -10.825382 -10.824981 0.403 -9999999 0.030487 0.053405 0.85654 0.960648 0.981155 0.51 100.0005 2.05341 5.08156 2004-06-05T23:56:44.408 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 5.88064544264643e-06 6.69830700379131e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.5051862 39.447951 1.058188 5208.45397 1.127241 81.059324 0.621372 5209.442278 0.554985 81.088684 0.621866 -0.889757 6.18049 -20.612104 1.972536 0.429927 0.000596 0.290059 0.000779 0.390798 0.001011 0 7.419545 51.303427 -0.02016 5.12 123.1 2453162.50518 -10.828536 -10.828128 0.231 -9999999 0.030488 0.052933 0.856539 0.95782 0.981154 0.5 100.0015 -0.876964 6.134109 2004-06-05T23:58:55.389 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 3.61141826735644e-06 6.15233049746261e-07 0 0 0
HD134987 228.3691115 -25.310035 2453162.5066943 40.764505 1.06494 5208.8609 1.131982 82.375405 0.632803 5209.846374 0.564554 82.382597 0.633409 2.977893 5.451593 -18.590189 1.807724 0.429321 0.000602 0.289176 0.000788 0.389664 0.001023 0 7.423236 51.271273 -0.022529 5.12 121.6 2453162.50669 -10.831721 -10.831299 0.388 -9999999 0.030488 0.052459 0.856538 0.954986 0.981153 0.49 100.0005 2.982656 5.401269 2004-06-06T00:01:06.690 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 4.53586613019205e-06 6.31911952619489e-07 0 0 0
HD134987 228.3691115 -25.310035 2453165.4589127 39.458965 1.127553 5207.195385 1.174301 81.235429 0.733262 5208.962989 0.645185 81.263192 0.734004 -1.451518 6.452026 -34.042536 2.126612 0.429525 0.000681 0.278124 0.000897 0.380187 0.001171 0 7.424336 51.399047 -0.020826 5.2 106.8 2453165.45891 -12.102061 -12.10165 0.06 -9999999 0.031294 0.218023 0.856565 1.73631 0.981182 0.5 100.0064 -1.424751 6.413409 2004-06-08T22:52:27.359 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 4.24695118533038e-06 8.97469893263793e-07 0 0 0
HD134987 228.3691115 -25.310035 2453165.4604443 43.084471 1.07319 5210.565461 1.136648 84.860454 0.646556 5212.330187 0.573806 84.850426 0.647319 5.909916 5.695695 -32.678851 1.684123 0.428923 0.000611 0.278981 0.000803 0.378501 0.001044 0 7.421866 51.385133 -0.019946 5.2 119.4 2453165.46044 -12.104626 -12.104203 0.074 -9999999 0.031295 0.217542 0.856564 1.733431 0.981181 0.51 100.0029 5.936357 5.661351 2004-06-08T22:54:38.701 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 8.13589345517827e-06 6.33989790159481e-07 0 0 0
HD134987 228.3691115 -25.310035 2453165.4619193 40.839829 1.099827 5209.233419 1.153858 82.615349 0.689869 5210.995373 0.607186 82.619334 0.690438 11.884248 5.910338 -26.447413 1.884668 0.429085 0.000636 0.278815 0.000843 0.378541 0.001096 0 7.429168 51.345948 -0.019162 5.2 113.6 2453165.46192 -12.107123 -12.10672 0.263 -9999999 0.031295 0.217079 0.856563 1.730659 0.98118 0.48 100.0061 11.910432 5.876372 2004-06-08T22:56:49.142 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 6.78504169515144e-06 7.48165911668227e-07 0 0 0
HD134987 228.3691115 -25.310035 2453165.4634842 39.255727 1.07673 5207.203716 1.138044 81.030755 0.652417 5208.96273 0.57657 81.077456 0.653171 5.125045 6.146645 -29.423946 1.579202 0.429027 0.000606 0.279682 0.000802 0.379466 0.001044 0 7.425453 51.355418 -0.021265 5.2 119.5 2453165.46348 -12.109801 -12.109389 0.142 -9999999 0.031296 0.216587 0.856562 1.727718 0.981179 0.52 100.0062 5.144153 6.105904 2004-06-08T22:59:00.353 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 1.12190352494803e-05 5.26707170484444e-07 0 0 0
HD134987 228.3691115 -25.310035 2453165.4649318 42.467638 1.072956 5209.465593 1.134255 84.242212 0.646171 5211.221886 0.569056 84.235016 0.646923 5.539806 6.569495 -29.617151 1.902557 0.428536 0.000597 0.278808 0.00079 0.379687 0.001029 0 7.425809 51.359215 -0.021156 5.2 121.2 2453165.46493 -12.112306 -12.111887 -0.021 -9999999 0.031296 0.216133 0.856561 1.724997 0.981178 0.46 100.002 5.572471 6.542311 2004-06-08T23:01:11.434 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 5.34227725292656e-06 6.41844854560506e-07 0 0 0
HD134987 228.3691115 -25.310035 2453165.46646 40.473989 1.091162 5207.393712 1.147822 82.248082 0.675973 5209.147133 0.59564 82.278523 0.676627 11.476139 5.704332 -25.611808 1.649271 0.428781 0.000624 0.279201 0.000827 0.378919 0.001075 0 7.424654 51.348535 -0.021384 5.2 115.8 2453165.46645 -12.114977 -12.114567 0.037 -9999999 0.031296 0.215653 0.85656 1.722125 0.981177 0.47 100.003 11.497105 5.658043 2004-06-08T23:03:22.476 -9999999 G2 073.D-0578(A) Bouchy -9999999 HARPS_ech_obs_all HARPS_ech_obs_thosimult STAR_WAVE_G5V 4.43898093332773e-06 8.29088787759894e-07 0 0 0
